timestamp,​0x7059010320d07a47d2Ad54db88bB89Ea644C3e6F,​0xe8EfCF0ff27e9D2150598273716914096d22c246,​0xD1b3dB7201D8C0c320aEe20E1a106c9b0812057d,​0x978aAD63FE35F7A72573c411C3dfF53608AaeaC9,​0x01e176828454368f60898F04025DCe3BcFe76AB5,​0xa5c309ae3260dAB04BA1E94325a543D01772161D,​0x693c188E40F760ecF00d2946ef45260b84FBc43e,​0xF6FB09a41fa6C18cEbC1e7C6F75A8664D69e4d48,​0x000000000000006F6502B7F2bbaC8C30A3f67E9a,​0x00000f2D00b7a76100366C0013C2000595eE0067,​0x5aB9d116a53EF41063E3EaE26A7eBe736720E9bA,​0x6459B8F7454670B9aba9E009cf468b7d99103e17,​0x1c7ABF4fe3891f01048Dc3A6Cce2Fa272AAfb8C0,​0x2a1530C4C41db0B0b2bB646CB5Eb1A67b7158667,​0x9bd19fE06E5906d22Ed30bbd0578B664d222877F,​0x4a243aacbf35be0F4E9fbF254D25E4a01847B99D,​0x46188f0bB4928E3d851Ec8E70CFEd58f17C7D2C8,​0xF44B52C11b1c800722E8fDF4aa7F3076339E73c4,​0xEC11362CeC810985d0EBbd7b73451444985b369F,​0xc640caba272414689b21EbCd60d97b912359504D,​0x1F8Ad723A8e141a07805a39Ff828F6e9d46865D4,​0xb174Ef1aA446998cf6156Fba8664cEEddd7fB211,​0xeD3fcdfA52464A97C60668e61A7739a54F099905,​0xF63246f4dF508EBa748DF25DAA8bd96816a668Ba,​0x97deC872013f6B5fB443861090ad931542878126,​0x90D1E63Fd61BeDEE4447Ca9398d0d15cdBd4dd42,​0x2C38b7622241958DC0A097D405c468a9176418A3,​0xD79d821EF646626430995f67885904856e43eE17,​0x5c95842f9Db0a85315F90B4d6CD92CC93619e8E7,​0x5adB8d52970CfD8796Bf0FB0b726E4F8Ed406446,​0xB3EF5A313a4522243108f2EC827709A9948be905,​0xdA56a88175D4c8707C51DF845f838cF3fE070870,​0xA5975974cAc3fEfd831E42BDd2fe84cb5eE3B3De,​0x0000000000C90bc353314b6911180ED7E06019A9,​0x09cabEC1eAd1c0Ba254B09efb3EE13841712bE14,​0x5c5b40855fc364b797c1F539F7Eb39cDC94a8a91,​0x839E279E912416EBE17860319F177cB10A145070,​0x34C6F95476700e4dfCdaf28b56b99bc1E24e25F7,​0xf00667578c635ee6800Ca41204579B2B38EC8380,​0x6F601C6123187d4EEF2E5bb6Cd1B1A254B230B7f,​0x709C59829A5EA6783bbfA56C5C267fd71A0F214e,​0x5Be5b30A720093C9d1B1E6CF8441280a48a495F8,​0x8a3960472B3D63894B68DF3f10F58F11828d6fd9,​0x5100276Ff4561D05A502527De00e9515129e3cfE,​0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,​0x248d09B842142eD5E4ec79d95e62bAA46BFB7738,​0x11111254369792b2Ca5d084aB5eEA397cA8fa48B,​0x000000000025D4386F7FB58984CBe110AEe3A4c4,​0xBb1e599e15f2bf248732ef060cadFFeB6363cC4C,​0xb146907392eD12031F7715B0376833E3f7C5b98c,​0xe9519677e6ec8D2D6BFaB92A059529feA6075d37,​0x216f2541F4B612218A2fE17c75a89FACE8F86835,​0xAE320fFE3236062aC23450AA9840FB4cE168a715,​0x0000000000000Eb4ec62758aaE93400B3E5f7f18,​0x5D3F542634070284671b87ff25A7e7B008D75d69,​0x1b25Cd78c96e5d311D322D93f59fEA85d9E45d1B,​0x8dDDde2F6094ce6b365eb186AAaFE22af3b137F5,​0xB76c291871b92A7c9e020b2511a3402A3bf0499d,​0x0EeE7bcE7D0A676794fb8186AF5DBe7b6713806a,​0x480ea104fF7063Ed0Af41c98d8EF2457afE2a41c,​0x37A7D5A1951c0B234156a1e25e94AB90a668C39e,​0x8018280076d7fA2cAa1147e441352E8a89e1DDbe,​0x738696765dBcB15bbab8dC7b2255d5D30374E592,​0x8E949B62a177452f5B327B539eAA63802a3ab6A4,​0x31fA3643F5CEF78C1790d494d7E3F2a59E2ad0c4,​0x8E86521b47D60cE041c9a63A7b8Bc2bAe959a1De,​0x8Cc5F8809Eaa7173567b8CC5AEb3B993e1C5Cfff,​0xf417D6846c654EcDC5D6C2e65811F984B4dEF9a3,​0x6794471ebC084A4ca462C506AfEaBb93d9657c25,​0x90a3D8C8a9247e409F455C4F7DC4092596C223A2,​0xA2345C7DB212Ab9c478B1C206fB9b14C0E7c11C7,​0xa96dbFd3Ef810dd8D13c330a3881E7e9C2aEb6dd,​0xF4aDb9BA51Fde3EaeE89Ce9A60E99992611849fD,​0xC4b2C58EdC2de7628A706b9e8B67264F1d43c6BB,​0x6e316492eD3d5Cba0d8940babC589989D7F59193,​0x32Cd1F7BdaE90B87E9b58d25d2ef7b09f6A9B548,​0x03882e4Dc1B6d5521B3403cb686D5B9b0157daBd,​0x0aF6a3c73d0a132333562a3906ae6335783a2b3a,​0x766f8A08dD048858cE1C139D87e74728f1E01e99,​0x8c7AD1C843edD4b24d3B66259Ee50B75D22d7612,​0x54bc3fE4E8C377246aCd5b4c25705c1b4324e859,​0x00A2aEbC7E233cd2fFE5AB5856F90f0ad2Fa3CcD,​0xBfed949505faC872018ee70aD521840E9C05a3Ff,​0xA990a4e5fe3040B1a8B30D6eFe9c043f4aEcdb42,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0x728BbE9bbee3Af78Ad611315076621865950B344,​0xF0DC29E5fE8BC9490d67b9ab0879729DD03f0c18,​0xB1dEbeF06e45178F53CD15741e21163461D30FFC,​0x85C5c26DC2aF5546341Fc1988B9d178148b4838B,​0x397d34604F2b2227F4fb0bFEC2e48D4E85C5aA67,​0x2d9E7f7887BB496592430ef62400dd9007925b88,​0x6968a989E0fb2D1725c7e2B5b8ae8A79706a03C2,​0x862563C7f619896ada7249FC5d7C956b0f0Fc94f,​0xEb5d3A91b5E721Fa251E03bda2C9578E90f30f84,​0x409B512e1cf94500877C5353B2a0C13B2d24914F,​0x17cBEc31b153242e5C6F42Aa80d3807Bd44e6db7,​0xc095976BD18181f28626c5D48372DebD7a8Ce8d4,​0x00923B9a074762B93650716333B3E1473A15048e,​0x78e8c455c998D5A023ce5df5296702bEad0b4cd1,​0x736f1536CFd66AE3E27F6d62c67a9D9d9A431326,​0xe069CB01D06bA617bCDf789bf2ff0D5E5ca20C71,​0x908D676fC76864d3A1Aa161d9D581BF74Bf7b686,​0x7ee8AB2a8d890c000acC87Bf6e22E2AD383E23CE,​0xE33C8e3A0d14a81F0dD7E174830089E82F65FC85,​0x3Ed3487EC330f4FF0793B7abab9DD0da040851A0,​0x0000000000007F150Bd6f54c40A34d7C3d5e9f56,​0x986748F2eec2f0BEC5a85FBaC06F982ee4a91281,Other
1573742983000,,,,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21
1573814675000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04
1573886613000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04
1573958177000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574030120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11
1574102523000,,,,,,3.04,,,,,,,,,,2.11,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0.88
1574175364000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,,,,,,0.64,,,,,,,,,2.60,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,
1574248216000,,,,,,,,,,,,,,,,2.18,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1574319702000,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53,,,,,,,,,,,,,,,,,0.20
1574390894000,,,,,,3.05,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09
1574463158000,,,,,,,,,,,,,,,,3.08,,,,,,,,,,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0.04
1574534614000,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1574606767000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1574677937000,,,,,,3.07,,,,,,,,,,4.00,,,,,,,,,,,6.63,,,,,,,,0.01,,1.00,,,,,,,,,,,,,,,1.43,,,,,,,1.65,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42
1574753753000,,,,,,,,,,,,,,,,,,,,,,,,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574906610000,,,,,,3.10,,,,,,,,,,4.00,,,,,,,,,,,5.03,,,,,,,,,,,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2.16,,,,,,,,,,,,,,,,,
1574982967000,,,,,,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,1.00,,,,,,,,,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,
1575059347000,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09
1575136068000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575212493000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1575288653000,,,,,,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16
1575366165000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57
1575442393000,,,,,,,,,,,,,,,,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,0.10
1575519604000,,,,,,,,,,,,,,,,7.50,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07
1575596839000,,,,,,12.32,,,,,,,,,,11.50,,,,,,,,,,,2.00,,,,,2.66,,0.82,,,1.00,,,,,,,,,,,,,,,,,,,,1.48,,,,4.00,,,,,,,,3.03,4.00,,,,,1.00,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,0.03
1575673602000,,,,,,3.10,,,,,,3.10,,,,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10
1575749392000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,0.98
1575826602000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1575903384000,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575979374000,,,,,,,,,,,,4.09,,,,,,,,,,,,,,,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14
1576056123000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,3.00,,,0.18
1576132843000,,,,,,,,,,,,2.38,,,,3.69,,,,,,,,,,,,,,,,5.86,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,19.97,,3.00,0.79,,,,,,,,7.00,,,,,,,,,,,,,,,,,,,0.75,,1.50,,,,,,,,,,,,,,1.00,,,2.13
1576208669000,,,,,,,,,,,,,,,,3.50,,,,,,,,,,,13.30,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,2.75,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,0.01,,,,,,,,4.00,,,1.80
1576288118000,,,,,,,,,,,,10.16,,,,12.81,,,32.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,,3.85,,,,,,,,,2.34,,3.00,,,,3.78,,,,,6.00,,,,,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0.04
1576372313000,,,,,,,,,,,,,,,,,,,,,,,,,,,10.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15,,,,,,,,,,5.47,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
1576456679000,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,2.04,,,,,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,,,,,,,,,,,,,,,
1576541361000,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576627001000,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,2.03,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576713534000,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06
1576799699000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,,,,
1576886273000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15
1576971438000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05
1577057861000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1577143907000,,,,,,,,,,,,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577229621000,,,,,,,,,,,,,,,,9.50,,,,,,,,,,,4.07,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71,6.00,,,,,,,,,,,,,,,,,,,,,2.20,,,,,,,,,,,,,,,,,1.51
1577315631000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,,,,,,,,,,,,,,,,,0.06
1577402327000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1577573599000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17
1577659927000,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1577746179000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27
1577832303000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1577918935000,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,0.85
1577997589000,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,4.08,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,7.06
1578063677000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,,,,0.13
1578129566000,,,,,,,,,,,,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13
1578195701000,,,,,,,,,,,,12.40,,,,,,,,,,,10.00,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43
1578261907000,,,,,,,,,,,,,,,,,,,,,,,,,,,3.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03
1578327837000,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,1.58,,,,,,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
1578393679000,,,,,,,,,,,,3.96,,0.03,,,,,,,,,,,,,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11
1578459841000,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,8.13,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,,,,,,,,1.50,,,,,,,,,0.01
1578526345000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.01,,,,,,,,0.00
1578592894000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1578658814000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62
1578724741000,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1578790822000,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,,,0.13
1578857025000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10,,,,,,,,,0.08
1578923015000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,0.10
1578989540000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,,,,,,,,
1579055596000,,,,,,,,,,,,4.08,,,,,,,,,,,,,,,16.03,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,3.03,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,,,,,,,,,
1579122050000,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,1.02,,,,,,,,0.90
1579188604000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,
1579254375000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04
1579320115000,,,0.10,,,,,,,,,,,,,2.00,,,,,,,,,,,3.67,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,,,,,,,,0.05
1579386588000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
1579453251000,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22
1579518909000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18
1579584998000,,,0.14,,,,,,,,,,,,,,,,,,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1579650516000,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
1579717286000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,,,,,,,,
1579848954000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24
1579915579000,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08
1579982233000,,,1.51,,,,,,,,,,,,,3.50,,,,,,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,,,,,,,,0.04
1580049245000,,,1.58,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,0.48
1580114658000,,,1.63,,,,,,,,,1.48,,,,,,,,,,,,,,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,,,,,,,,0.08
1580180893000,,,1.73,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12
