timestamp,​0x0f16a8557df61daCf3C6Be21a41a72D2a848B854,​0x1814222fa8c8c1C1bf380e3BBFBd9De8657Da476,​0xfC1622AA82Ddb428b376896Dbd82FA663B50143f,​0xBb72B029a3e5019B504e5a943b9CC445Ad40c07d,​0x00000000B1786c9698C160D78232c78d6f6474Fe,​0x31E085Afd48a1d6e51Cc193153d625e8f0514C7F,​0x05cDe89cCfa0adA8C88D5A23caaa79Ef129E7883,​0x048F6dfB9e674C1962d447924baFFA9C8F68761C,​0x7795Db2daDEA981c311d8a5b6e37291f2eFc9441,​0x5c5b40855fc364b797c1F539F7Eb39cDC94a8a91,​0xF1Ad4BFDF8829d55eC0Ce7900EF9d122B2610673,​0xc7f5C6b526496184dc372aaad34f60b668d656F3,​0xaD457072924e5a1A1c9807942211BA5D928CeC8A,​0xc3037b2A1a9E9268025FF6d45Fe7095436446D52,​0x01e176828454368f60898F04025DCe3BcFe76AB5,​0x9175e0e8434CB6c5cc45A64f8A80F66Ec81B47BF,​0x210671bed37D221cDE1EAaacCf6fe4F843Ce1BC4,​0xAecdA292d7a976746E1660650724fB932d4BB35E,​0x06e363172F5FaB873C7efDc1ffa6900c07231a3A,​0x40A7cb7052C274Cc2E568c324B4c5D94383bec4f,​0x6427Fc587266813B6993ae4c8DE672640cB3B43F,​0x38e29135f9e10073B327083A016057720Fc2569E,​0x514fd3B8109CFB7CDe4b17e4912fd56690c23145,​0x000000000000deab340F067535869a0e5226E58a,​0xDf8eFB8a522561EA9bD8C55874Dca4536EE5c618,​0xeaa6cB80a5593E14C5A5fd38AE3D16dcB5Ef75F5,​0x2a1530C4C41db0B0b2bB646CB5Eb1A67b7158667,​0xF8341bf53e42DAc7b3E3516E0c6ef6003646DD6D,​0xF92C1ad75005E6436B4EE84e88cB23Ed8A290988,​0x2870fa7c3C615f324151a88B10f0e1455Ee292D8,​0xCbD4946Af66d9451d7AcFAFEE1234F8925747ebb,​0x2AD672FDA8a042c4c78C411bF9d4f1b320aA915a,​0x97deC872013f6B5fB443861090ad931542878126,​0xCb43027cfbbCCe4d0BA7c99Ca391415df93F2886,​0x5aB9d116a53EF41063E3EaE26A7eBe736720E9bA,​0xCE0c61aBF9866FEf5767e102Cf227F294b3459E5,​0xF6FB09a41fa6C18cEbC1e7C6F75A8664D69e4d48,​0x0DC411b17d337Af85D83eA5A3577D09132Aae866,​0x3B67DcfBF5e9D63e355E7a589D15A394e9D7d1DA,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0x229779eFD1896e1A4bDC0Acf5CE1DE11C940d102,​0x284b5Cf0188Bf98E295464532767bdC1d25DA52A,​0x92f884B7dbC58655174c49C27d3F7f7aaB946fb2,​0x26E068650ae54b6c1b149e1B926634b07e137b9F,​0xC0D6D359b05C60451b02fc87be3F5d808fa89692,​0x000000000000006F6502B7F2bbaC8C30A3f67E9a,​0xA9f4E25F89E960eA33Be7f7aD5699D0077d249CC,​0xeE7F212545b3c388f8fD176f83bDff85F3Dcea7D,​0xFcd12c9D27560a122048a43315B54872bCD59603,​0x1eb3b6cf9e6f1F7CB0eEAfCea2aBD8016628e45b,​0xA0c9aB7cb590C01D9F36D0F1eb960A544c31467e,​0x8a3960472B3D63894B68DF3f10F58F11828d6fd9,​0xA54da2581dd4828e4Aa00638Aab835119500A284,​0x81EbA9C6dE7FCc54a10dfFFa25B8b5eCb698F5aB,​0x0000000000C90bc353314b6911180ED7E06019A9,​0x0000000000eBbDaF01e3dE2506CA1e4C08D3ceBa,​0x11111254369792b2Ca5d084aB5eEA397cA8fa48B,​0x15ec2bCa7dE55d125f122cB35e54b317FDcd5c89,​0x5fBDbBE91FF8362e463470747e1a9bDf4CE8613e,​0xf8A4d4e311e1cC22877943B01a363BC1c315122d,​0x3958B4eC427F8fa24eB60F42821760e88d485f7F,​0x693c188E40F760ecF00d2946ef45260b84FBc43e,​0x48B04d2A05B6B604d8d5223Fd1984f191DED51af,​0x019c199F89b8A374e87b70597bbCA748ac084587,​0x90D1E63Fd61BeDEE4447Ca9398d0d15cdBd4dd42,​0x5Be5b30A720093C9d1B1E6CF8441280a48a495F8,​0x577D96754E7dBDDc5aa9787C139DB2e8026cf4aa,​0xDFf2AA5689FCBc7F479d8c84aC857563798436DD,​0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,​0x3b7921f5b25fC8339269eb8adb28278d5C1F01c3,​0xb45119C2Df78E5EeE8298E1E2F6E1dFDa93D106E,​0x5100276Ff4561D05A502527De00e9515129e3cfE,​0x488127A7Fe3E6339b1D035c3726a1498B3c408Ea,​0xB76c291871b92A7c9e020b2511a3402A3bf0499d,​0xF173214C720f58E03e194085B1DB28B50aCDeeaD,​0x2233b56797e2B8C912d492044146FDb77238A374,​0x5A6fc2De011d93842411aa5f91a0a4AcD3fEfFde,​0x0a236B41aDd0073df05EaC5Fc8505Ad745C7859D,​0x2406A9333378E30B9581B8356bb81B4f9BDFF005,​0xEF422dBBF46120dE627fFb913C9AFaD44c735618,​0x0D4743269FeC611b422D0A209A460CD8cC0cC8b9,​0xB27732Feae161E1f42cfcd2b716BbF7f987FB984,​0x3Fb2F18065926DdB33E7571475c509541d15dA0e,​0x1425cFD4eD3d7709E93e00Af541eFDA9bAeab430,​0xce5702E94aD38C061e44a4a049Cc29261F992846,​0xB3ab42304497618b94f5C0DAC7d50401d4FC1b9f,​0xe9519677e6ec8D2D6BFaB92A059529feA6075d37,​0x5FfB004C2a93D6E46C09f75d1565350F92f65C89,​0x629cba67970e5FB83917BC53bB6944907DD1b61C,​0xf3704de41D39688514775FD65722d346c06042aD,​0x8Fa73b713032B10A8A21e4C64f40c935B397054C,​0x7376aF1BfBeA6eACf4D8D48A05cC84de3ABBB8bE,​0x8018280076d7fA2cAa1147e441352E8a89e1DDbe,Other
1587768625000,,,,32.51,13.91,,65.15,,,,,21.87,,,,,,,,,,,,,,,16.43,,0.31,6.98,,,3.73,,87.17,,23.61,,19.84,3.89,,,,14.33,79.24,,,,,,6.67,,14.13,,25.18,,270.75,,,,88.23,9.31,,,3.06,,,,47.57,,,46.01,,,7.83,,,,,,,170.76,,1.20,,0.80,65.22,18.21,,,8.99,,,311.06
1587836062000,,,,2.86,7.37,,1.28,,,,,,,,,,,,,,,29.94,,,,,12.56,,,4.66,,,10.93,,88.55,,19.62,,137.17,6.73,,,,2.37,83.94,,,,,,,,5.47,,11.72,,415.10,,,,53.56,18.31,,,,,,,46.13,,,68.34,,,46.46,3.14,,,,,,97.91,35.85,12.70,,2.40,24.34,80.45,,,7.98,,,620.12
1587902337000,41.24,,,19.51,27.43,297.89,9.43,,,,,9.11,,,,,,,,,,,,,,,8.81,,,10.97,,,9.50,,63.48,,12.08,,0.73,21.17,,,,,66.97,,,,,,26.95,,5.82,,18.87,5.00,585.05,,,,45.02,29.00,,,,,,,84.17,,,83.32,,,90.09,,,,,,,87.39,5.60,,,11.20,63.79,22.35,,,2.41,,,651.17
1587969951000,9.88,,,33.52,2.44,734.44,1.37,,,,,14.42,,,,,,,,,,,,,,,60.77,,0.40,7.05,15.38,,2.01,,33.95,,1.27,19.02,,14.69,,,,,31.46,,,,,,,,11.60,,12.62,11.25,471.90,,,,7.36,25.42,,31.06,,,,,16.70,,,63.72,3.25,,34.61,,,,,,,99.10,,17.30,,3.14,17.77,16.26,,39.30,5.46,,,430.56
1588036978000,,,,32.70,,708.00,2.30,,,,,13.08,,,,,,,,,,,,,,,8.04,,1.40,24.50,16.19,,3.29,,34.43,,,3.04,,,,,,,26.36,,,,,,,,2.75,,3.25,,401.58,,,,1.55,7.56,,67.34,3.00,,,,3.70,,,8.59,,,0.92,,,,,,,42.46,0.05,,,2.40,,,,68.36,3.26,,,216.97
1588104246000,,,,5.29,,612.81,5.97,,,,,9.07,,,,,,,,,,,,,,,5.04,,0.05,49.38,,,19.77,,56.60,,1.51,,17.70,,,,,,10.27,,,,,,7.66,,2.27,,4.35,,436.60,,,,,5.44,,,,,,,1.95,,,35.15,,,12.11,,,,,,,72.29,3.08,19.60,,0.40,,6.00,,,4.75,,,414.68
1588170340000,9.67,,,38.47,0.89,1101.58,0.59,,,,,13.14,,,,,,,,,,,,,,,3.41,,,28.09,,,62.92,,52.79,,18.82,,63.89,,,,,,103.23,,,,,,8.18,,3.95,,27.88,3.91,504.02,,,,1.42,10.27,0.99,48.46,0.58,,,,2.45,,,49.06,,,50.27,,,,,,,62.19,5.07,,,3.60,,8.65,,,7.10,,,450.99
1588237076000,51.02,,39.29,76.33,2.53,1236.03,,,,,,17.16,,,,,,,,,,,,,,10.00,43.63,,,18.12,,,40.85,,121.34,,11.09,,161.24,9.98,155.21,,,18.04,75.36,,,,,,5.94,,1.03,,11.69,5.03,594.48,,,,0.93,6.61,0.31,9.35,5.00,,,,2.30,,,80.50,0.94,,32.01,,,,,,,50.02,0.42,117.27,,4.80,8.10,,,,5.60,,,586.29
1588305064000,,,,7.83,1.00,928.89,8.77,,,,,11.16,,,,,,,,,,,,,,,26.77,,30.57,37.06,,,22.73,,62.85,,6.02,,29.53,,72.12,,,29.28,,,,,,,,,10.32,,18.89,2.54,394.82,,,,,7.28,,,9.68,,,,11.04,,,20.26,,,1.19,,,,,,,24.27,,,,2.74,16.65,,,,4.02,1.00,,382.96
1588371539000,5.03,,,11.65,3.61,738.53,0.48,,82.50,,,,,,,,,,,,,,,,,,5.39,,,45.43,,,3.01,,64.28,,3.25,,47.86,0.81,9.34,,,5.55,61.79,,,,,,,,5.47,,15.67,12.81,315.55,,,,,13.97,,,,,,,16.55,,,10.03,,,24.24,,,,,,,,,105.80,,3.20,15.24,,,,2.25,,,257.40
1588438821000,9.60,,,42.11,,500.19,0.49,,,,,4.00,,,,,,,,,,,,,,,6.81,,1.67,38.81,,,3.42,,37.87,,5.58,,,9.05,,,,,40.40,,,,,,,,2.97,,18.84,10.05,276.94,38.19,,,,7.31,,,4.11,,,,3.94,73.30,,15.05,,,1.75,,,,,,,,,,,2.40,13.05,,,,1.67,,,184.59
1588506516000,86.91,,,60.62,0.57,727.13,2.76,,68.13,,,26.02,,,,,,,,,,,,,,5.00,23.18,,,19.86,28.12,,36.66,,18.01,,15.00,,,17.37,,,,1.50,,,,,,,,,1.50,,9.90,7.64,345.47,29.01,,,,18.43,,,,,,,12.78,31.55,,35.44,12.40,,7.05,,,,,,,,1.20,,,3.20,32.40,,,,1.20,0.49,,167.06
1588572377000,82.47,,,15.93,2.72,993.26,3.54,,,,,23.85,,,,,,,,,,,,,,2.08,13.62,,0.00,57.65,,,12.15,,70.98,,10.35,,,11.38,,,,16.00,37.76,,,,,,,,5.17,,61.33,50.53,571.96,141.55,,,,43.08,,,5.36,,,,53.95,249.07,,14.30,,,26.28,,,,,,,,1.34,75.22,,7.60,39.17,,,,2.97,,,474.20
1588638430000,5.10,,,29.77,3.33,776.52,,,,,,1.64,,,,,,,,,,,,,,,9.70,,,37.94,,,61.65,,60.32,,22.60,,,,,,,4.00,30.12,,,,,,28.03,,3.78,,31.30,12.91,440.02,,,,,26.72,,,,,,,33.87,109.49,,72.28,,,16.09,,,,,,,,0.12,48.80,,5.20,31.69,,,,4.94,,,544.06
1588705743000,,,,29.90,,404.17,0.28,,,,,3.00,,,,,,,,,,,,,,,9.79,,,9.99,,,1.03,,26.96,,,,20.03,,,,,,6.87,,,,,,20.52,,1.15,,11.77,5.05,155.71,,,,4.74,9.20,,,,,,,,23.88,,54.01,,,,,,,,,,,6.24,,,1.20,25.80,,,,1.21,,,204.66
1588771981000,7.25,,,24.75,1.95,348.71,,,,,,8.99,,,,,,,,,,,,,,,2.89,,,27.94,52.96,,,,15.00,,2.25,,,11.66,,,,,,,,,,,15.79,,1.09,,9.27,14.81,122.84,,,,,5.99,,,,,,,,7.57,,47.11,,,16.00,,,,,,,,,,,2.80,22.53,,,,0.81,,,129.34
1588839881000,,,,13.77,0.89,491.65,,,,,,9.00,,,,,,,,,,,,,,,15.82,,,27.41,,,27.67,,36.24,,8.72,,,5.13,,,,,7.07,,5.00,,,,,,6.12,,12.64,3.75,170.66,,,,0.12,8.00,,,,,,,8.86,22.70,,56.64,,,24.09,,,,,,,,,,,3.60,31.61,,,,1.99,,,209.03
1588906152000,,,,25.77,,463.03,1.25,,,,,8.26,,,,,,,,,,,,,,,6.15,,,9.42,,,8.33,,15.68,,1.02,,,4.78,,,,2.10,20.06,,,,,,,,1.16,,9.96,5.07,209.92,,,,2.16,22.42,,,,,,,20.72,,,35.44,,,28.44,,,,,,,,,,,2.40,29.62,,,,2.42,,,286.20
1588972800000,5.00,,,44.67,2.00,319.53,,,,,,3.00,,,,,,,,,,,,,,,12.45,,,5.06,,,3.90,,19.53,,,,,2.34,,,,,,,,,,,,,,,2.03,,95.65,,,6.26,0.52,7.32,,,,,,,17.08,,,9.27,,1.65,0.69,,,,,,,,3.63,,,1.60,14.67,,,,0.40,,,173.90
1589040204000,114.18,,,8.96,0.76,451.64,1.12,,,,,3.10,,,,,,,,,,,,,,,7.29,,,13.32,,,4.59,,28.22,,2.25,,,12.36,,,,,,,,,,,,,,,7.91,10.12,219.81,,,,,5.75,,,,,,,18.63,,,15.15,,,6.72,,,,,,,,2.51,,,2.00,22.55,,,,3.34,,,155.89
1589107927000,32.20,,,32.23,1.63,399.45,2.63,,,,,,,,0.65,,,,,,,,,,,,12.13,,2.47,25.66,,,102.59,,28.18,,,,,15.49,,,,6.10,37.48,5.35,,,,,8.38,,,,3.05,7.83,302.54,,,5.71,,16.34,,,,,,,24.78,,,61.74,,4.39,1.19,,,,,,,,1.25,37.54,,2.40,46.29,,,,0.82,,,355.80
1589174391000,,,,9.56,5.55,286.97,0.01,,,,,7.58,,,,,,,,,,,,,,,4.10,,,35.26,13.41,,42.02,,27.53,,,,47.92,4.98,,,,,2.11,,,,,,,,,,5.18,,177.91,,,,,8.47,,,,,,,,,,27.94,,4.76,13.13,,,,,,,,1.69,,,,36.62,4.50,,,1.20,,,257.63
1589241093000,,,,18.45,3.51,593.36,,,,,,4.00,,,3.17,,,,,,,,,,,2.71,14.96,,43.42,54.31,,,15.96,,38.32,,,,,16.38,,,,3.00,31.03,8.53,,,,,4.55,,,,9.94,4.63,156.05,,,36.29,0.60,12.01,,,3.01,,,,33.09,,,20.09,,,12.50,,,,,,,,0.87,,,3.20,49.56,26.50,,,1.86,,,327.25
1589308656000,,,,8.11,,1323.12,9.53,,,,,3.00,,,0.44,,15.40,,,,,,,,,,1.22,,3.17,6.33,,,49.69,,107.08,,1.04,,40.00,,,,,28.03,17.73,,,,,,11.18,,,,2.55,,437.82,,,5.59,,16.71,,,,,,,1.07,,,80.21,,13.30,81.74,,,,,,,8.33,108.93,61.90,,3.60,5.08,15.26,,,5.25,23.85,,760.13
1589375621000,,,,26.83,,411.28,,,,,,,,,0.14,,7.39,,8.20,,,,,,,2.50,10.87,,,9.00,,,14.38,,24.72,,,,,,,,,7.05,3.19,,,,,,,,,,,,222.26,,,,0.61,0.37,1.11,,,,,,,,,10.44,,0.28,0.80,,,,,,,,16.55,,,0.32,,2.00,,,1.92,,,268.27
1589442351000,,,,35.96,,399.04,3.40,,,,,,,,5.17,,12.32,,25.83,,,,,,,,8.60,,,3.02,17.41,,43.84,,28.16,,,,,,,,,,20.27,,,,,,,,,,,,225.17,,,,4.42,1.08,,,,,,,,,,5.41,,3.15,12.33,,,,,,,,1.29,,,1.20,,5.06,2.03,,,8.82,,413.90
1589509055000,,,,29.85,,468.00,,,,,,,,,,,3.04,,26.37,,25.13,,,,,,18.27,,0.20,35.34,32.77,,14.89,,90.69,,,,20.00,0.81,,,,,10.00,,,,,,,,,,,,206.62,,,,,,,,,,,,,,,16.37,,16.58,9.19,,,,,,,,26.44,,,0.80,,,,,0.61,,,347.13
1589576701000,,,,39.45,,1007.80,0.97,,,,,,,,0.87,33.04,23.29,,13.62,,11.40,,,,,,19.00,,,9.10,,,27.26,,66.84,,,,,,,,,3.29,60.49,1.08,,,,,29.51,,,,,,304.55,,,12.89,25.15,0.83,,,,,,,,,,10.82,,5.74,13.68,,,,,,,,14.27,,,1.20,,12.65,,,4.16,25.88,,492.26
1589644333000,,,,61.65,,791.60,42.61,,24.59,,,,,,2.19,,7.73,,173.20,,,,,,,,15.43,,0.30,19.23,,,44.83,,98.55,,3.50,,,,,,,28.71,,,,,,,,,,,,,187.73,,,90.69,,0.98,,48.09,,246.95,,,,,13.06,194.76,,10.87,9.28,,,,,,,,10.38,,,1.60,,14.34,,,5.10,,,536.94
1589711000000,20.12,,,33.68,,1765.31,10.84,,,,,,,,3.75,,26.70,,,,24.59,,,,,5.02,22.81,,36.23,29.96,,,52.11,,111.41,,2.05,,,0.67,,,,30.38,117.83,2.37,,,,,,,,,,1.35,4.24,,,,0.63,2.31,170.98,100.80,,619.30,,,,,35.19,13.66,,68.86,60.04,,,,,,,,20.03,,,1.20,,21.00,2.03,,5.63,,,1198.93
1589778055000,,,,44.49,1.64,2129.13,8.35,,8.24,,,9.00,,,58.87,,190.23,,30.00,,64.69,,,,33.95,10.03,54.49,,13.86,63.53,,,26.30,,71.13,,1.75,6.00,,1.07,,194.56,,,150.09,2.25,,,,,23.55,,,18.96,,,,,,3.70,,8.19,,86.37,,714.88,,,2.57,,51.88,72.62,,23.68,48.78,,,,,,,,43.88,65.29,,,,,27.00,,4.33,,,1161.70
1589845567000,,,,25.86,,1451.20,,,,,,,,,3.61,8.21,,,281.25,,111.80,,,,15.31,,23.92,,,46.61,,,28.01,,92.83,,,3.00,13.05,2.80,,,,60.12,85.69,,,,,,8.72,,,63.03,,3.84,7.06,,44.69,,,42.97,,280.73,,544.91,,,,,31.20,54.28,,87.90,79.32,,,,,,,,40.57,,,2.00,,,3.96,,2.80,,,820.25
1589913105000,,,,21.71,,834.58,,,,,,,,,3.19,,,13.90,388.94,,20.49,,,,,,57.23,,,3.00,,,6.10,,57.74,,,,,,,,,71.85,2.96,3.65,,,,9.27,28.86,,,,,,,,43.41,,1.73,113.56,,70.75,4.00,326.69,,,,,15.54,33.19,21.51,14.18,27.96,,,,,,,,13.29,,,1.20,22.61,,,,1.57,,,337.60
1589980117000,,,,69.06,,738.92,0.19,,,,,,,,1.50,,,,,,24.87,,,,4.44,,16.53,,,9.22,,,1.60,,36.95,,0.50,,,,,,,11.00,,54.11,,,,53.19,26.48,,,24.50,,56.06,8.38,,46.71,,,32.23,,33.87,,140.05,,,1.26,,11.24,12.84,,30.06,18.18,,,,,,,,4.65,,,0.80,109.74,2.00,,,2.77,,,274.26
1590047677000,,,,7.92,,1198.67,2.43,,,,,,,,1.57,,,76.51,119.06,,119.88,,,,18.45,,3.20,,,2.01,,,17.59,,76.28,,55.99,,,,,,,,5.15,84.90,,,,82.36,,,,19.38,,,,,44.13,,6.33,51.80,,72.17,,271.91,,,0.69,,13.13,152.20,,7.49,0.88,,,,,,,,26.14,,,0.80,81.57,,,,1.59,37.02,,242.02
1590113970000,,,,41.12,,1356.96,0.08,,,,,,,,5.54,,,5.96,,,10.00,,,,73.41,23.05,54.85,,19.44,13.16,,,37.73,,104.43,,4.05,23.04,1.21,,,,,32.17,5.29,39.91,,,,97.44,,,,33.04,,,7.05,,,,,34.65,,24.85,,420.87,,,30.82,,31.83,55.94,,6.28,12.20,,,,,,,,5.41,,,0.40,122.63,,,,,,,361.26
1590181994000,,47.89,,79.89,,629.02,9.43,,,,,,,,9.50,,,14.47,,,20.83,,,,,11.65,20.21,,,16.68,,,87.83,,31.42,,14.25,28.28,,0.79,,,,8.53,,49.42,,,,23.44,,,,,,,,,,,3.87,26.46,1.13,,,529.44,,,42.86,,18.12,85.77,,3.33,16.17,,,,,,,,11.89,,,,57.83,27.01,,,,,,305.41
1590248502000,,,59.55,40.20,,758.90,0.08,,,,,,,,5.77,,,9.13,,,29.43,,,,,14.00,43.29,,15.38,30.27,,,42.61,,77.85,,,4.47,,,,102.96,,,,25.86,,,15.60,54.19,,,,5.16,,,,,,,1.81,27.03,,111.73,,520.03,,,64.03,,2.00,51.95,2.00,8.82,13.58,,,,,23.50,,,,,,,111.33,13.17,,,3.23,,,156.48
1590316431000,,,,5.86,,602.82,0.26,,,,,,,,3.61,,,8.00,,,50.30,,,,29.00,4.00,0.42,18.91,45.22,72.78,,,30.15,,36.80,,13.57,,20.21,4.80,,,,14.98,,18.23,,,,2.58,,,,,,,0.01,,,,,44.80,,20.71,,248.52,,,44.96,,11.00,,,23.23,,,,,,,21.60,,0.18,,,,110.06,13.68,,,4.78,,,376.27
1590383553000,,,,,,981.26,,,,,,,,,4.25,,,51.42,,,20.50,159.00,,,30.00,8.00,19.97,36.36,36.20,8.25,,,30.92,,75.29,,4.52,14.45,,4.06,,,,12.19,,34.06,,,14.13,,10.28,,,,,20.02,,,,,,28.07,3.00,,,232.94,,,133.18,,,56.63,23.05,53.51,21.61,,,,,9.71,10.45,,,,,,91.94,,,,1.84,,,206.78
1590451139000,,,,65.69,,365.55,,,,,,,,,,,,5.30,,,10.38,,,,13.65,,2.15,18.64,9.71,18.24,,,7.34,,41.61,,8.04,,,,,,,2.29,,13.22,,,,,,,,,,5.00,,,,,7.68,8.72,,7.50,,143.80,,,17.09,,3.60,14.70,,4.42,4.54,,,,,3.27,,,,,,,17.62,1.95,,,,,,47.56
1590517845000,,,,25.28,,533.61,0.89,,,,,6.12,,,1.00,,,7.90,114.36,,8.00,,,,,,3.03,28.66,35.69,12.05,,,1.50,,30.80,,8.28,12.00,,,,,,12.23,,28.22,,,,,,,,15.66,,0.17,,,,,,,,,,228.76,,,39.52,,6.70,33.54,,3.76,4.50,,,,3.74,6.16,13.96,,,,,,42.21,2.00,6.20,,,,,144.48
1590584981000,,,,48.42,,443.79,0.10,,,,,,,,1.50,,,7.00,,,76.66,,,,40.71,,54.14,39.33,23.80,,,,8.88,,32.62,,8.27,7.27,,4.35,,,,33.38,,13.85,,,,,,,,18.38,,,,,,,,28.98,,16.66,,142.68,,,37.76,,2.19,57.08,,0.05,18.37,,,,2.90,7.29,5.19,,,,,,73.10,,6.14,,0.39,,,204.59
1590652494000,,,,24.89,,257.93,0.63,,,,,,,,,,,,,,25.19,,,,24.42,,35.75,36.87,14.03,,,,2.07,,13.65,,2.00,,,,,,,13.00,,5.62,7.00,,,,5.62,,,16.77,,,,,,,7.41,16.85,,,,161.21,,,20.48,,,18.10,,77.49,,,,,,3.74,44.26,,,,,0.40,54.50,,2.00,,1.19,,,58.50
1590719602000,,,,,1.13,419.88,,,,,,,,,1.01,,,,,,10.07,,,,33.59,,13.14,28.79,18.84,22.10,,,7.73,16.46,23.45,,,5.04,,0.90,,,,,,14.14,18.09,,4.30,,,,,,,,,,,,,18.01,,4.85,,131.10,,,41.49,,,42.06,,21.59,,,,,,5.53,10.77,,,,,,61.74,,6.28,,1.59,,,182.27
1590786531000,,,,,,930.48,0.23,,,,,,,9.30,0.81,,,5.90,,,52.19,,,40.69,10.12,,12.47,24.98,30.33,8.10,,,28.29,31.28,7.53,,,7.31,,6.09,,,,28.29,,33.50,,,35.34,,0.83,,,,,,,,,,,29.61,,,,341.34,,,147.29,,11.75,3.52,,14.91,17.58,,,,4.05,13.36,31.04,,32.21,,,1.20,50.59,,,,2.02,,,374.66
1590853669000,,,,31.02,,411.19,0.17,,,,,,,8.49,1.02,,,8.15,,,10.04,,,10.00,,,14.41,15.31,24.44,2.00,,,6.20,14.02,1.95,,,,,,,,,,,10.00,,,20.20,,,,,,,,,,,,,9.10,,,,140.91,,,34.62,,3.00,8.63,,12.55,18.01,,,,,10.42,24.54,,3.08,,,,27.20,,6.07,,,3.53,,133.60
1590919824000,,,,,,331.76,,,,,,,,4.00,1.17,,,,,,,,,5.00,10.00,,12.55,4.94,53.57,29.66,,,1.84,11.17,33.04,,19.36,9.00,,,,,,,,4.00,,,,,,,,,,,,,,,,9.05,,4.05,,95.85,,,38.09,,2.00,,,2.44,1.69,,,,,18.07,14.75,,,,,,25.45,,8.16,,,,,72.20
1590987649000,,,,9.45,,372.86,0.48,,,,,,,26.39,,,,5.39,,,,,,10.18,,,14.98,16.04,41.98,16.76,,,4.28,8.03,30.30,,,,,,,,,,,45.09,,,44.03,,,,,,,,,,,,,21.53,,,,175.77,,,39.84,,,,11.33,0.12,1.15,,8.10,,,10.60,,,0.42,,,,26.09,,12.05,,0.40,,,162.22
1591054955000,,,,18.29,,401.55,,,,,,13.39,,,0.34,,,7.30,,,,,,35.00,36.00,,,14.03,41.85,9.00,,,,23.23,15.51,,3.77,11.13,,,,,,17.00,,,,,29.43,,,,,,,,,,,,,2.00,,,,74.03,,,58.20,,,7.69,,3.97,0.93,,,,,10.61,,,,,,0.40,22.48,,17.48,,0.40,,,83.78
1591122115000,,,,20.83,,669.61,4.65,,,,,,,84.41,3.28,25.27,,19.75,,8.35,61.44,,,12.50,16.00,13.50,6.63,41.53,75.57,,,,21.24,67.66,37.97,,12.31,16.26,1.00,39.15,,,,25.46,10.89,28.00,,,10.20,,,,,,,,,,,,0.16,21.19,,,,235.93,,,59.81,,,93.48,4.84,31.57,7.87,,,,3.47,23.65,,,0.05,,,1.19,49.08,,,,3.20,,,318.21
1591189759000,,,,9.53,,322.16,,,,,,,,15.54,1.29,,,10.86,,19.96,,,,,,,,6.64,35.31,5.02,,,0.01,,33.03,,1.76,,0.92,11.95,,,,,,0.50,,,4.40,,,,,,,,,,,,0.22,4.69,,,,63.92,,,67.45,,,,,9.60,,,,,,9.76,,,0.01,,,1.60,27.54,,,,0.71,,,160.28
1591256276000,,,,17.56,,327.75,,,,10.51,,5.00,,53.42,1.92,,,28.52,,11.80,,,,25.97,,,,16.25,32.76,1.26,,,,,26.29,,,,,,,,,23.14,,,,,,,,,,,,,,,,,,14.90,,,,28.79,,,2.92,,,,,3.15,1.89,,,,,23.03,,,,,,1.60,31.74,,3.18,,1.51,,,165.63
1591323776000,,,,13.11,,271.59,,,,58.24,,,,1.65,3.38,,,12.30,,16.62,,,,,8.00,,5.47,1.70,30.61,9.00,,,0.28,,35.74,,,,,,,,,,,14.50,,,,,,,,,,,,,,,9.36,5.95,,,,,,,54.50,,,,,3.13,1.02,,,,,9.65,,,,,,1.20,8.62,,,,,,,74.64
1591389945000,,,,4.22,,232.09,,,,37.84,,6.65,,7.66,,,,14.00,,,,,,5.00,8.00,,1.37,6.42,21.18,,,,0.17,,10.30,,,4.98,,13.50,,,,20.01,,4.07,,,,,,,,,,,,,,,,5.08,,9.91,,,,,22.55,,,,,1.30,,,,,3.44,3.08,,,,,,2.00,10.36,,5.40,,,,,130.80
1591457899000,,,,8.47,,731.68,,,,120.55,,,,13.80,6.38,,,27.70,,45.17,,,,,42.64,,2.90,10.94,49.14,,,,20.31,,34.24,,,18.26,,,,,,,,,,,,,,,,,,,,,,18.94,,19.16,,,,,,,95.89,,,3.99,,13.75,0.13,,,,7.55,12.04,,,4.31,,,0.40,57.48,,,,0.63,,,92.21
1591524138000,,,,19.36,,377.39,,,,46.47,,,,8.84,3.41,,,21.71,,25.98,,,,20.00,13.24,,,13.17,31.07,3.77,,,,,21.36,,,,,6.85,,,,4.06,,15.00,,,,,5.91,,,,,,,,,,,11.99,,41.37,,,,,42.52,,,4.22,9.84,3.88,23.38,,,,,10.55,,,,,,0.40,31.10,,,,,1.90,,154.56
1591590964000,,,,4.63,,162.57,,,,39.05,,,,38.70,6.15,,,3.90,,10.02,,,,5.05,24.00,,0.41,,24.82,15.00,,,10.92,,30.60,,,,,5.00,,,,,,13.00,,,,,,,,,,,,,,,5.32,20.53,,11.39,,,,,12.63,,,13.76,,,3.81,,,,,3.60,,,1.89,,,,23.39,,2.00,,1.20,,,88.36
