timestamp,​0xEcE71f288be2920e87B7e39CAfede463CE35884E,​0x0f16a8557df61daCf3C6Be21a41a72D2a848B854,​0x5392f73B013eA80b4c5eEc3ea229388809114537,​0x178cADDafD2B81ddc61581d7DAD5d2bBbd43c59C,​0x219d1Df195C20545d3af88256c2CA4aAe8A940D3,​0x00000000B1786c9698C160D78232c78d6f6474Fe,​0xE9C2EEa0cC009Abc4eC3d8e48E878EBf5730755d,​0x0902CeF863Ed1F6a3709E7b1CBef93B6819415bf,​0x96569F124F6a3B62093C7115F14f8005705bA48a,​0xcd270Ea8fF7905aeB0B89a840C9e6beb5a034476,​0x5c5b40855fc364b797c1F539F7Eb39cDC94a8a91,​0x9697E724610505474936ec1382Edceb5AA52F295,​0xD98C3B08221cA4D39Bd3050b48F21E79746e46eb,​0xF1Ad4BFDF8829d55eC0Ce7900EF9d122B2610673,​0xb0AC3A4b6762Ee388E65F5B005CCDD36867D20C6,​0xe069CB01D06bA617bCDf789bf2ff0D5E5ca20C71,​0x72b73799724B453f04082e2D782e8b5A8790c92A,​0x67e5ab5b573F01030a1076dDA7A79Ef0f31A1bFa,​0x2cc3267a8CcBbEcbe18799182566a6B1c3b1daEe,​0x86B56FeAa7C851b666562B28f9ec4d502A8D4DC1,​0xc3037b2A1a9E9268025FF6d45Fe7095436446D52,​0x5d9a7cCEACE24b366Fe2A77697D9887Cf641E050,​0x22F5C5E66DF3743D99b10d308D112dE4cf9928d7,​0xe3531462044F9d6C1A740936e881188df03DD0e1,​0xbe63619e50B7707388aF43665D61a6A40C71413C,​0xAecdA292d7a976746E1660650724fB932d4BB35E,​0xEb5d3A91b5E721Fa251E03bda2C9578E90f30f84,​0x40A7cb7052C274Cc2E568c324B4c5D94383bec4f,​0x000000000000deab340F067535869a0e5226E58a,​0x0bEd86077447f74EcDCE769a2FfBAE924f2d4dA9,​0x5Ea7BdEe2aBA827cAA9DEEaa99034B0fCcBF7deD,​0x2a1530C4C41db0B0b2bB646CB5Eb1A67b7158667,​0x41A61B5006844cD2a73846851f43509EA1260af6,​0xF8341bf53e42DAc7b3E3516E0c6ef6003646DD6D,​0x61395870B11d665d35851305f5767dA9a7D7a709,​0x7B6E5278a14d5318571d65aceD036d09c998C707,​0x9021C84f3900B610ab8625d26d739e3B7bFf86aB,​0x10af3896da98442DC4668d12b7F9dd944fbEC675,​0xF92C1ad75005E6436B4EE84e88cB23Ed8A290988,​0x22814A103Eb176646f5eD0c22c37976734803121,​0x2870fa7c3C615f324151a88B10f0e1455Ee292D8,​0xc57c71F8667CD339e19389C47f3C047b4F8C65e7,​0x9B1E347E7ce83caF0e64EcE41D2A4ab7F78585D7,​0xf8fFF4959B9cDEaEB0FF03199D7e51cB438e92C6,​0x0e1BB3A0B7a8cCb368638AeAb5E78263Ed02FDD7,​0x95993e2Fb6F0660EBAD6AE51E82C9CAce36D1648,​0x97deC872013f6B5fB443861090ad931542878126,​0x5aB9d116a53EF41063E3EaE26A7eBe736720E9bA,​0x4026064CAbA17596670D1655C771124C309494fB,​0x765AD3Ff78415831d9c69dEE1Cd5D56d09736aDc,​0xE6C486eb5f5cC2C64b53AB6c3942986D648C9b89,​0xdA56a88175D4c8707C51DF845f838cF3fE070870,​0x17793899e36f340638F252A3119d5E41996C9165,​0x676295A5B8B9643be3A78DE1882a0C5B60cD2604,​0x6f75D206917F89059531Da3110D444C630C51306,​0xF6FB09a41fa6C18cEbC1e7C6F75A8664D69e4d48,​0x95328D98630779834f3e46f78F900042bC2bDD15,​0x18eFbF7d2D8FFAB1F28D10f6dD0E961782d5B074,​0xF8e46Aa6fDAd4D363CCAA6EAaE33FE643d98c3fa,​0x7fa4d86BEC46CEA223FaA7b351C925b2916489AB,​0x0000000000007F150Bd6f54c40A34d7C3d5e9f56,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0x92f884B7dbC58655174c49C27d3F7f7aaB946fb2,​0x78A55B9b3BBEffB36A43D9905F654d2769dC55e8,​0x710f31Fa40aA1EeBF106a2A72f7daa3622ec7dD6,​0x3f90D918cA30189B2ba79f915571d60a5E07F20b,​0x000000000000006F6502B7F2bbaC8C30A3f67E9a,​0x00000f2D00b7a76100366C0013C2000595eE0067,​0x4243062A46d809B3f4206407ed77364299D60486,​0x53e5b0867a89683055D0219936EdaF8296d39F94,​0xFcd12c9D27560a122048a43315B54872bCD59603,​0x4dF3f167387f93fDc927A6e6d709F166b2Ee279B,​0x09e3B36DbDc641d73c38656605538C4B666dB82B,​0x9096410692868EA33F77Ff1Ca3Ae3d9948FAf82C,​0x8a3960472B3D63894B68DF3f10F58F11828d6fd9,​0x7B2eF92fDecdf4a156365EB78c9E92b44588Fe84,​0xE7D4d4Ae5a8B90027b93C5131711f9E5650d484b,​0x61fd9853f4Fbf3598cA538F9C6E02834F7CbBB97,​0xb6B6246bcd96399787511C69c1cDf1bD5E95e9Fa,​0x81EbA9C6dE7FCc54a10dfFFa25B8b5eCb698F5aB,​0xE929bCd423ccdCe094ed5a4F2AB092070655f0e2,​0x00000000000017C75025D397B91D284bbE8fc7f2,​0x3C75246858329984A67CA73cFc3DF35A8D8b70a1,​0x000000000025D4386F7FB58984CBe110AEe3A4c4,​0x762ed657B76372F8C08C6f7E0Aa4170658C4CA35,​0x7ee8AB2a8d890c000acC87Bf6e22E2AD383E23CE,​0x52a03D5d2BB8a30585dFc59904C799B27a03A56e,​0x11111254369792b2Ca5d084aB5eEA397cA8fa48B,​0x728BbE9bbee3Af78Ad611315076621865950B344,​0xd47140F6Ab73f6d6B6675Fb1610Bb5E9B5d96FE5,​0x5E3C66fD2375141Ca6409400Ec574b37a7f43cb8,​0x5F02FF196a4F465941601D3BE7D8d5A4F99B2D72,​0x0998160bdF3Ff6D86A4E9D5c31e0eFC3Ca7e7D01,​0xbEa041076c5f9005Ec9fD02E6eD36B632c1F7fdA,​0xCD5B3c0C384266EB664F571b44Cd4A10d66A399b,​0x693c188E40F760ecF00d2946ef45260b84FBc43e,​0x7263198C709A456CfDB9d968c9EC56dfb111E5B2,​0x2a40B88387340883ddEd742457Be0187405Aa08A,​0x712E990ffB170BFe8C0de8B4f25918589a80bAbE,​0x045eb6cbc24c8c56B443AE054722d50240D80f4A,​0xaB5fFdCBE8ae4C0c305AA5017f06141974cAe591,​0xE33C8e3A0d14a81F0dD7E174830089E82F65FC85,​0x5Be5b30A720093C9d1B1E6CF8441280a48a495F8,​0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,​0x93e72c268b084344831F705038331b56f1B97f44,​0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,​0xc5304ad14Dc9C4178caAc6D8167EC9ad7Af3D405,​0xbc565C6EF2b613F0eA4B8BC032Ef9333a58E429c,​0x5100276Ff4561D05A502527De00e9515129e3cfE,​0x1f8A6d8185b76F5ac08f335610a2390DAb3225a8,​0xf443253607Dbde5bdA77C358c9b9f244D819E25C,​0xd7680084e582ac04fB0243A489d2F709DBAeEf06,​0x9fAC78698F0a7e0e0582fbA9b1e59D65BDdfb439,​0xcd8eAdaEeFEF462684d42241f9173E3321991D2c,​0xe52cF5dF025345c4feE78C34daCE21103c3BeD25,​0x0000000000000Eb4ec62758aaE93400B3E5f7f18,​0x2B3ED1D32590dce372CE57f186c2c9EEF283685d,​0xCad586cAB9F6Fcebd855Be47f0754738D462840e,​0x86A2963a1d19A67F46Ce1c1bCA79Cca3e7878Ac8,​0x91AAdE8eb213137319d50c4A146413E63035ED4D,​0xe9519677e6ec8D2D6BFaB92A059529feA6075d37,​0x274a09bC8783274d3df1EA458DF8fC3D6f66A496,​0x68C70d41B193A4a86e56E9020aa4C910E4aBBAf3,​0x8018280076d7fA2cAa1147e441352E8a89e1DDbe,​0x5323d744aB62b94AF4df81c05830452a57e89ce9,Other
1589442351000,,,,,,,,,,,,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90
1589509055000,,,,,,,,,,,,1.34,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50
1589576701000,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97
1589644333000,,,,,,,,,,,,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,4.95
1589711000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17
1589778055000,,,,,,,,,,,,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,12.21,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.45
1589845567000,13.58,7.64,,,,6.61,30.00,,,,,19.56,,,,,,,,,,,1.75,,,,,,,,,35.10,,,5.30,1.04,,,132.87,,,,,,,,21.67,,,,,37.86,19.57,,,,,,,32.31,,12.79,,,,,,40.06,,,,,,,,,,,,24.59,,,,,,,,11.58,,,,,,,14.00,6.55,2.00,91.05,,8.97,,,10.06,,40.57,7.31,,10.00,5.28,,,,,,,,,,,,,,,,,365.18
1589913105000,2.00,25.93,,,,1.31,,,,,,21.70,,,,,,,,,,,,,,,,,,19.30,,1.45,,,4.58,,,,48.45,,,,1.12,,,,5.90,,,,,19.13,4.00,,,,,,,,,8.16,,,,,,10.59,,,,,,,,,,,,5.65,,,,,,,,8.94,,,,,,,11.61,5.28,30.14,,,34.32,,,38.78,,,,,,2.86,,,,,,,,9.00,,,,0.44,,,,,297.49
1589980117000,27.77,,,,,,,,,,,17.19,,,,,,,,,,,,,,,,,,,,2.34,,,6.00,,,,21.62,,,,,,,6.70,2.44,,,,,8.30,,,,,,,,,,2.48,,,,,,17.55,,,,,,,,,,,,5.74,,,,,,,,6.44,,,,,,,,1.01,,,,,,,24.25,,,2.12,,,1.24,,,,,,,,,,,,,,,,,144.41
1590047677000,5.87,4.22,,,,5.01,,,49.21,,,10.51,,,,,,,,,,,,,10.21,,,,,,,1.64,,,18.54,36.28,,,143.21,,,,,,,,8.08,,,,,20.79,5.43,,46.87,,,,,64.97,,,,,41.22,,,13.63,,,27.38,,,,,,,,,70.72,,,,,,,,56.55,,,,,,,7.76,1.18,,,,,,,29.96,,,13.69,,,24.58,,,10.00,,,,,,,,,0.47,,,,,326.97
1590113970000,0.25,,,,0.90,2.95,,,5.80,,,11.30,,,,,,,,,,,,70.00,4.00,,,,,,,4.26,,,,5.02,,,119.10,,,,1.91,,,1.20,3.90,,,,,8.07,,,,1.52,,,,1.00,,4.74,,,8.82,15.10,3.92,14.27,,,9.54,,,,,,,,,1.54,,,,,,,,6.14,,,,,,,7.71,2.65,,,,,,,11.02,,,4.19,,,1.72,,,8.22,0.47,,,,,,,,0.49,,,,,161.97
1590181994000,2.00,6.48,,,,,,,,,,2.84,,,,,,,,,,,2.19,,10.00,,,,,,,,,,,,,,3.46,,,,,,,,,,,,,4.16,,,,,,,,,,,,,,4.36,,1.87,,,10.00,,,,,,,,,1.44,,,,,,,,7.00,,,,,,38.44,,3.22,,,,,,,2.47,,,7.24,,,1.43,,,,0.29,,,,,,,,,,,,,90.97
1590248502000,,4.30,,,0.96,,,,,,,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,8.37,,,,,,,,4.76,,,,,13.54,,,,,,,,,,,,,3.00,23.76,,8.47,,,9.04,,,,,,,,,,,,,,,,,,,,,,,4.00,,1.00,,,,,,,5.15,,,,,,1.46,,,,,,,,,,,,,,,,,50.64
1590316431000,,,,,2.81,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,,,,,,,,0.29,,,,,9.08,,,,0.25,,,,,,0.85,,,9.52,4.98,,4.15,,,,,,,,,,,,,,,,,,,,,,,,,9.45,,,0.10,,,,,,,1.10,,,1.35,,,1.62,,,,,,,,,,,,,,,,,71.17
1590383553000,,,,,,,,,,,,,,,,,,7.99,,,,,,,,,,,,,,,,,,0.13,,,17.35,,,,,,,,,,,,,1.64,,,,0.50,,,,,,,,,3.59,10.00,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,8.09,,,,,,,,,,1.00,,,,,,,,,,,,,15.29
1590451139000,,,,,,,,,,,,,,,,,,8.96,,,,,,,,,,,,,,0.03,,,,,,,22.68,8.00,,,,,,,0.24,,,,,4.69,,,,,,,,,,,,,,19.00,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,1.05,,,,,,1.62,,,,0.99,,,,,,,,,,,,,31.32
1590517845000,,,,,,,4.30,,,,,,,,,,,8.72,,,,,,,5.00,,,,,,,,,,,,,,8.66,,,,,,,,0.71,,,,,3.10,,,,,,,,,,,,,,4.00,,4.33,,,,,,,,,,,,,,,,,,,,,,,,,3.70,,,0.09,,,,,,,17.96,,,1.06,,,,,,,,,,,,,,,0.09,,,,,43.14
1590584981000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01,,,,,,,,1.58,,,,,,,,,,,,,,,,,,,7.14,,3.86,,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,25.24,,,1.36,,,,,,,1.37,,,,,,,,,,,,,6.60
1590652494000,1.00,4.25,,,,,5.93,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,4.38,,,,,,,,,,,,,1.51,,,,,,,,,,0.97,,,,5.60,1.95,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71,,,,,,,3.98,,,,,,,,,,,,,,,,,,,,,,,30.83
1590719602000,,,,,,2.64,2.37,,,,,,,,,,,,,,,,,,,,,,0.62,,,0.95,,,,,,,6.51,,,,,,2.77,,,,,,,,13.21,,,,,,,,,,,,,1.00,,8.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,,,,2.19,,,,,,,,,,,,,,,,,,,,16.53
1590786531000,,,,,,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,5.60,,5.21,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,23.23
1590853669000,1.00,,,,,1.58,2.30,,,,,,,,,,,,,,,,,,,,,,1.31,,,,,,,,,,16.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,15.76
1590919824000,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61,,,,,,,0.20,,,,,,,,,,,,,1.44,,,,,,13.30,,,,1.12,,,,5.00,,1.80,,,,,,,,,,,,,,,,,,,,,,,,,2.50,,,0.06,,,,,,,0.03,,,,,,,,,,,,,,4.98,,,,,,,,,10.49
1590987649000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,,,,,,,3.50,,,,,,,,,,,,,1.45,,,,,,,,,,,,,,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,8.53,,,,,,,,,,14.51,,,,,,,,,,,,,,,,,,,,,,,10.09
1591054955000,,,,,,5.09,2.68,,,,,,,,,,,,,,,,3.72,,,,,,5.12,,,2.09,,,,,,,62.95,,5.40,,,,,8.00,2.79,,,,,11.44,,,43.53,,,,,,,,,,,11.08,,8.80,,2.54,13.41,,,,,,,,4.00,,,,,,,,,,,,,,12.61,,,0.02,,,,,,,5.51,,,0.98,,,,,,,,2.10,,,,11.50,,,,,,,,63.31
1591122115000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,,,,,,,,,,16.41,,,,,,,,0.31,6.23,,,,1.36,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18,,,0.94,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,29.59
1591189759000,,,,,,,,,,,,,,,,,,1.16,,,8.36,,,,,,,,,,,,,,,,,,0.84,,1.00,,,,,,2.65,2.79,,,,,,,1.40,,,,,,,,,,,,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,17.12,,,,,,,,,,,,,,,,,,,,,,,22.63
1591256276000,,,,,,2.81,,,,,20.35,,,,,,,,,,,,,,10.87,22.65,,0.69,,14.15,,,,,,,,,6.27,,2.00,,,,,,0.42,0.62,,,,,,,,,,,,,,,,,,6.94,,8.17,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,0.40,,,,,,,2.17,,,4.75,,,0.60,,,,,,,,,,,,0.35,,,,,41.29
1591323776000,,,,,,,,,,,1.47,,,,,,,,,,,,,,10.03,,,,,,,,,,,,,,1.11,,,,0.78,,,,4.09,8.94,,,,1.40,,,,,,,,,,,,,,,1.28,1.75,,3.98,,,,0.48,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.28
1591389945000,,,,,,,,,,,1.00,,,,,,,,,,,,,,2.28,,,,,,,,,,4.06,,,,1.18,,,,2.25,,,6.99,4.68,0.77,,,,1.48,,,,,,,,,,,2.88,,,,,1.78,,1.13,,,,0.47,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,1.49,,,,,3.00,,,,7.14,,,0.90,,,,,21.96
1591457899000,,,,,,1.47,,,,,5.32,,,,,,,,,,,,,,,,,,2.50,,,,,,,,,,31.28,,,,,,,7.20,1.52,1.76,,,,4.58,,,,,,,,,,,,,,5.03,,13.57,,,,,,,,,,,,,,,,,,,,,,,,,2.47,,,0.39,,,,,,,,,,0.90,5.10,,,,,,,1.30,,,,3.50,,,1.82,,,,,10.52
1591524138000,,,,,,1.49,,,,,17.77,,,,,,2.75,,,,,,,,,,,,,30.00,,0.83,,,1.34,,,,24.49,3.26,,,,,,2.26,,10.92,,,,9.49,,,,,,,5.73,,,1.25,,,,18.74,,5.64,,,9.91,,,1.62,,,,,7.00,,,,,,,,,,,,,,1.24,,,0.23,,,,,,,,,,,2.61,,,,,,,13.65,2.08,,,25.20,,,1.05,,,,,37.01
1591590964000,,,,,,1.40,,,,,0.96,,,,,,12.21,,,,,,,,,,,,,,,6.16,,,1.03,,,,18.67,,,,,,4.68,,0.79,2.45,,,,1.77,,,,,,,1.46,,,,6.65,,,8.76,,12.01,,,,,,,,,,,,,,,,,,,,,,,,,9.74,,,0.40,,,,,,,,,,,,,,,,,,,,,,12.39,,,,,,,,24.73
1591658478000,,,,,,6.55,,,,,9.44,,,,,,5.91,,,,34.04,,,,,,,2.31,5.07,,,,22.16,,5.64,,,,41.02,,4.77,,,,,,0.31,5.50,,,,33.40,,4.20,,,,,19.87,,,1.36,2.24,,,13.58,,20.23,,6.13,,,,1.41,,,,,17.90,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,4.03,,22.53,,,,,,12.85,,,3.30,,,4.75,,,,,73.00
1591725334000,,,,,,5.21,,,,0.09,30.78,,,,,,3.87,,,,3.20,,,,,3.13,,0.74,2.60,,,,31.65,,,,,,7.38,11.00,2.39,,,,,,1.10,,,,,11.99,,,,,,,1.68,,,1.75,,,,21.80,,6.23,,,,,,3.55,,,,,5.97,,,,,,,,,,,,,,9.86,,,0.37,,,,,,,,,,2.51,,,,,,,,,8.26,,10.49,,,,1.01,,,,,77.50
1591793059000,,,,,,1.46,,,,10.04,9.10,,,,,,4.28,,,,,,,,,2.00,,5.86,2.50,,,,,,,,,,13.06,,5.02,,,,25.85,,,,,,,,,,,,,,,,,,3.10,,,8.50,1.00,12.63,,3.43,,2.06,,4.90,,,,,,,,,,,,,,,,,,,,33.32,,2.37,,,,,,,,,,1.10,,,3.90,,,,,,4.00,,,,,,0.40,,,,,64.63
1591859571000,,,,,,2.10,,,,,15.91,,,,,,5.05,,4.63,,15.10,,,,,10.22,,7.30,5.07,,,4.67,,,9.50,,,,10.64,,3.77,,,,,,4.19,5.22,,,,24.42,,15.00,,,,,19.54,,,,81.90,,,10.05,,13.03,,2.59,16.50,2.29,,4.86,,,,,,,,,,,,,,,,,,,,,,9.76,,,,,,,,,,3.85,,,,,,,,,12.71,,,1.04,,,1.42,,,,,71.97
1591926628000,,,,,,,,,,,18.90,,,,,,2.30,2.52,,,9.27,,,,,,,1.35,5.75,,,0.20,,,14.25,,,,24.60,,1.46,,,,,2.59,23.68,12.37,,,,,,,,,,,0.85,,,,1.00,,,8.45,,4.75,,,,,,,,,,,6.41,,,,,,,,,,,,,,,,,3.81,,,,,,,,,,,,,,,,,,4.93,,,,5.00,0.40,,0.63,,,,,29.06
1591993124000,,,,,,,,,,,,,,,,,1.94,,,,,,,,,,,1.17,,,,,,,,,,,9.53,,,,2.18,40.00,,,0.66,,,,,18.21,,,,,,,11.80,,,,,,,,,5.84,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.40,,,,,,2.02,,,,,18.26
1592060020000,,,,,,,,,,,33.62,,,,,,,,,,,,,,,,,1.98,2.57,,,1.17,,,4.10,,,,2.49,,,,,20.00,,,0.03,1.75,,,,,,,,1.25,,,1.36,,,,,,,3.25,,6.32,,35.68,,8.05,,5.95,2.72,,,,,,,,,,,,,,,,,,5.59,,,1.41,,,,,,,,,,,,,,,,,18.78,,8.21,,,2.00,19.00,,1.27,,,,,26.69
1592126059000,,,,,,,,,,,52.25,,,,,,,,,,15.39,,5.33,,,,,2.09,,,,1.68,,,,,,,,7.89,2.02,,,,,,,,,,,,,,,,,,,,,,7.34,,,,,2.72,,2.97,,3.96,,2.19,0.69,,,,,,,,0.23,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,,,10.00,,,7.91,,,5.91,,,0.63,,,,,42.50
1592193218000,,,,,,,,,,,15.06,,,,,,,,,,50.70,,2.01,,,3.54,,2.72,,,,,,,2.95,,,,,,,,,,,,,0.68,,5.71,,25.85,,,,,,,21.91,,,,135.71,,,9.03,,1.54,,24.89,,16.95,,,1.63,,,,6.59,,,,,,,,,,,,,,,,,7.23,,,,,,,,,,,,,,,,,,25.95,3.41,,,,,,0.40,,,,,9.45
1592259061000,,,,,,3.64,,,,,9.56,,,,,,,,,,31.02,,,,,,,,,,,1.94,,,5.54,,,,,,,,,,,,0.62,0.91,,,,,,,,,,,3.82,,,,15.34,,,,,11.42,,2.39,,,,,,,,,,,,,0.35,,,,,,,,,,24.45,,,3.43,,,,,,,,,,,3.32,,,,,,,2.40,3.41,,,7.40,,,,,,,,15.13
1592326391000,,,,,3.45,,,,,,12.67,,,,,,,,,,5.21,,8.93,,,,,15.66,10.50,,,4.30,,,7.55,,,,,,,,,,,,3.90,4.72,,,,19.88,,,,,,,23.13,,,,40.45,,,,,7.28,,8.88,,40.81,,,2.64,,,,10.04,,,,,,,,,,,,,,,,,10.09,,,,,,,,,,,3.02,,,,,,,,,,,,,,1.30,,,,,11.09
1592393573000,,,,,,,,,,,28.00,,,,,,,,,,,,10.10,,,21.37,,42.55,,,,0.69,,,34.92,,,,,2.77,1.00,,,,,,6.46,8.39,,,,4.38,,,,,,,41.33,,,,17.40,,,3.25,,26.97,,10.23,,7.81,105.15,,2.91,,,,,,,,,,,,,,,,,,,,,11.60,,,,,,,,,,,6.13,,64.76,,,,,4.41,,,13.00,,,,2.55,,,,,14.91
1592460543000,,,,,11.00,,,,,,3.64,,,,,,,,22.00,,,,13.51,,,,,33.45,,,,2.13,,,,,,,,,5.90,,,,,8.64,22.78,7.18,,,,13.42,,,,,,,,,,,30.95,,,,,27.41,,7.13,,8.91,25.68,3.07,11.51,,,,5.47,,,,,,,,,,,,,,,,,14.75,,,,,,,,,,,,,4.39,,,,,37.80,4.63,,,4.00,,,2.27,,,,,54.21
1592527754000,,,,,,,,,,,4.17,,,,,,,,,,,,15.98,,,,,11.01,,,9.90,7.85,,,22.88,,,,,,,,,,,,,1.81,,,,8.02,,,,,,,2.71,,,,1.92,,,9.00,,20.85,,3.36,,,,1.86,8.45,,,,0.06,,,,,,,,,,,,,,,,,11.71,,,,,,,,,,,0.04,,,,,,,,,,,14.86,,,,,,,,37.10
1592594022000,,,,,,,,,,,,,,19.63,,,,,,,,,1.79,,,,,10.42,,,5.90,,,4.99,,,,,,0.10,,,,,,,,,,,,18.54,,,,7.25,3.25,,6.27,,,,8.98,,,,2.00,10.32,,,,,,1.34,,,,,,,,,,,,,,,,,,,,,,11.87,,,,,,,,,,,,,,,,,,30.99,9.94,,,38.60,,,0.99,,,,,17.21
1592661070000,,,,,,,,,,,3.01,,,66.91,,,,,,,,,1.49,,,,,,,37.43,,,,7.14,,,,,,,,,,,,,,1.94,,3.18,10.00,10.11,,,,,0.96,,26.05,,,,0.34,,,,,19.17,,3.74,,7.73,,,6.97,,,,,,,,,,,,,,,,,,,,,2.17,,,,,,,,,,,,,,,,,,9.53,4.78,,,72.87,,,3.01,,,,,24.56
1592727831000,,,,,,,,,,,20.89,,,37.04,,,,,,,,,,,,,,,,,,,,5.69,,,,,,,3.99,,,,,45.84,,,,45.20,10.00,30.99,,,,24.73,,,21.35,,,,1.31,,,,1.00,17.45,,2.20,,5.16,,0.72,8.66,,,,,,,,,,,,,,,,,,,,,18.02,,,,,,,,,,,7.27,,8.24,,,,,4.46,4.72,,,52.67,,,3.24,,,,,26.85
1592794125000,,,,,,3.56,,,,,4.87,,,18.05,,,,,,,,,,,,,,,,,,,,4.35,,,,,,,,,,,,,10.78,,,1.59,29.98,4.31,,,,4.16,,,26.43,,,,12.14,,,,,13.68,,2.81,,7.96,,,1.41,,,,,,,,,,,,,,,,,,,,,10.30,,,,,,,,,,,,,,,,,,,,,,,,,1.66,,,,,14.69
1592861502000,,,,,,4.04,,,,,21.21,,,1.86,,,,,,,,,,,,,,,,,2.00,2.12,,,5.10,,,,,,,,,,,,,,,,,4.14,,,,,,,19.66,,,,20.80,,,,4.08,15.87,,,,,,,4.75,,,,,,,,,0.63,,,,,,,,,,,,15.32,,,,,,,,,,,,,27.71,,,,,,4.53,,,,,,,,,,,25.23
1592927890000,,,,,,3.08,,,,,51.90,,,24.59,,,,,,,,,,,,,,,,,1.64,,,11.24,22.78,,,,,,,,,,,,2.83,1.41,,,,7.84,,,,1.01,5.88,,,,,,23.37,,,,17.70,14.49,,4.75,,13.15,,,14.85,,,,,,,,,,,,,,,,,,,,,20.98,,,,,,,,,,,,,23.43,,,,,,4.54,,,,,,,,,,,42.91
1592995513000,,,,,,4.94,,,,,39.46,,,44.24,,,,,,,,,3.84,,,,,,,38.99,,16.32,,,2.05,,,,,,,,,,,,6.66,,,,,3.39,,,,,,,0.80,,,4.17,,,,,16.50,14.62,,17.89,,,,,2.91,,,,,,,,,,,,,,,,,,,,,13.26,,,,,,,,,,,,,3.71,,,,,,,,,,,,,,,,,31.86
