timestamp,​0x0000bEBB12C49FF44233CB689855b5fAE9EE4bF3,​0x745DAA146934B27e3f0b6bff1a6e36b9B90fb131,​0x1814222fa8c8c1C1bf380e3BBFBd9De8657Da476,​0xD85A7A3C5F08E3E709c233E133cE1335fBbF5518,​0xBb72B029a3e5019B504e5a943b9CC445Ad40c07d,​0x31E085Afd48a1d6e51Cc193153d625e8f0514C7F,​0x89D3Afde089399534aFDB7aD2D05138315Ef45FF,​0x7954AF6cBbd93DAE4dE8d8be4bb5a8eae5656106,​0x30F1d1fFAD34b24Bb8310Ad9DD237B854b4DAEa7,​0x13526967CadFd180c27A4392A46A30c573088bee,​0x363a94A9Ec421e27aa86b4015007c3698959E5cb,​0x347397EefF516c7F3809A4c1dadE10D692341d0f,​0x5c5b40855fc364b797c1F539F7Eb39cDC94a8a91,​0x986748F2eec2f0BEC5a85FBaC06F982ee4a91281,​0xF1Ad4BFDF8829d55eC0Ce7900EF9d122B2610673,​0xfBabBAaAaD540477fcb64412b74bD2B73907cb99,​0xEcC996953e976A305ee585A9C7BBbcc85D1C467b,​0x309b38eC83F03f55822B424C42D9E3a7404e5E53,​0x968cF7d8bbE57E3Cde24aC1e2F2A52dC8eBf25E6,​0xaD457072924e5a1A1c9807942211BA5D928CeC8A,​0xc3037b2A1a9E9268025FF6d45Fe7095436446D52,​0x7811516127F7E9083AC7C5f65E213Ab3443Cff40,​0xB680f628C56C8Fa368Dacbb0C27beEf8C98355b9,​0x4eC5b02a9F109D44AfA67615A5A2C9A02A77e08b,​0x248EE163064CEC75103EFB80EA0014fBCd96693f,​0x709C59829A5EA6783bbfA56C5C267fd71A0F214e,​0x40A7cb7052C274Cc2E568c324B4c5D94383bec4f,​0x419afe43175501f642E7F1D42Aefb57DF4165739,​0x7059010320d07a47d2Ad54db88bB89Ea644C3e6F,​0x268Cb4c8B97DA9d146702D84501A64F597A3aa14,​0x473afAb58B2C5D4DbC5FAD5D236f6658AD84E83b,​0x2a1530C4C41db0B0b2bB646CB5Eb1A67b7158667,​0xF8341bf53e42DAc7b3E3516E0c6ef6003646DD6D,​0xCcB5520c2211af9fd7CAE749bB91728D72771E4F,​0x2c6b36530c0f25FA2765e2901101b4FCF149DEC4,​0xe9Cf7887b93150D4F2Da7dFc6D502B216438F244,​0xF92C1ad75005E6436B4EE84e88cB23Ed8A290988,​0x09cabEC1eAd1c0Ba254B09efb3EE13841712bE14,​0x2AD672FDA8a042c4c78C411bF9d4f1b320aA915a,​0x9BA6c9D09dB964771cB4D526188F6AF81e9bCF9e,​0x6ca323Ab76aa6d0C7406520f49795470662e9C84,​0x0f0e9790Ff3Ef0923f03C58d0029c94c8e1d1253,​0xAA7eeC6b62D55Db20381AF6d8E83210DAF59Ca77,​0x97deC872013f6B5fB443861090ad931542878126,​0xA540fb50288cc31639305B1675c70763C334953b,​0x5aB9d116a53EF41063E3EaE26A7eBe736720E9bA,​0x7b3E062b606A177c2DAd79d0Eb1C81941efE26C0,​0xdA56a88175D4c8707C51DF845f838cF3fE070870,​0xd084ab520D116dBE0069796fe542e767fb4B498C,​0xF6FB09a41fa6C18cEbC1e7C6F75A8664D69e4d48,​0x0DC411b17d337Af85D83eA5A3577D09132Aae866,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0x92f884B7dbC58655174c49C27d3F7f7aaB946fb2,​0x26E068650ae54b6c1b149e1B926634b07e137b9F,​0x139Bb96B05f21105B565FE2F342E98dC1D13Fb16,​0x000000000000006F6502B7F2bbaC8C30A3f67E9a,​0x89b76bddA22a59014E7C67A612ca80DAD957e13d,​0x00000f2D00b7a76100366C0013C2000595eE0067,​0xE20Ff024e00A324D6Fd29750EBe92e6b4FaA2741,​0xB46ca5c06586BD0f9DB7708Ee45760d1055CDd13,​0x0F94e2a44CED2a368DA8a1EdEAa337F13A8560D0,​0xc90Ccfda241dAB9A2076d6f30473112B49D752e8,​0xeE7F212545b3c388f8fD176f83bDff85F3Dcea7D,​0x9F92473Cce5dd539C76fD79C78aE5c8fAf706134,​0x4dF3f167387f93fDc927A6e6d709F166b2Ee279B,​0xA0c9aB7cb590C01D9F36D0F1eb960A544c31467e,​0x8a3960472B3D63894B68DF3f10F58F11828d6fd9,​0xA54da2581dd4828e4Aa00638Aab835119500A284,​0x7B2eF92fDecdf4a156365EB78c9E92b44588Fe84,​0x691Ce62a208B195acCF54C39a98F1112C90046d1,​0xb146907392eD12031F7715B0376833E3f7C5b98c,​0xD3AA1fE5D12C62eea28b768AE27C1f53B0B79181,​0x000000000025D4386F7FB58984CBe110AEe3A4c4,​0xfC898B18a70cE49579f8D79a32e29928C15b4Bc8,​0x11111254369792b2Ca5d084aB5eEA397cA8fa48B,​0x9550050D102Ff42A2A683A9Fa23B8f3fb2B378c8,​0x022865cCce84fa9F715207D047D78a05313dC86D,​0x083855E63c4d885b1886c1596ea1C5f1bf819391,​0x38F2cDD0Ea4b38dBed40A36530313A5D89638858,​0x693c188E40F760ecF00d2946ef45260b84FBc43e,​0xB944d13b2f4047fc7bd3F7013bcf01b115fb260d,​0x6794471ebC084A4ca462C506AfEaBb93d9657c25,​0x5Be5b30A720093C9d1B1E6CF8441280a48a495F8,​0x2d9E7f7887BB496592430ef62400dd9007925b88,​0xDFf2AA5689FCBc7F479d8c84aC857563798436DD,​0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,​0x24a7eaaD0D7F13d1999206D8C22f926980A12CA6,​0xB6d3D9bc0e8Ab251C0eb29bD7c0E53bf482B3093,​0x5100276Ff4561D05A502527De00e9515129e3cfE,​0x3b7921f5b25fC8339269eb8adb28278d5C1F01c3,​0x6459B8F7454670B9aba9E009cf468b7d99103e17,​0x1200563cFAEb481e1f0542A246F0cefcdE4C4753,​0x9Ca13029232C8f4AAC1D42FaA54A36aDE41aA10d,​0x31fA3643F5CEF78C1790d494d7E3F2a59E2ad0c4,​0xB78a63B0CE816af3a1Ae53659953d28f82d6f50F,​0xB76c291871b92A7c9e020b2511a3402A3bf0499d,​0xF173214C720f58E03e194085B1DB28B50aCDeeaD,​0x2233b56797e2B8C912d492044146FDb77238A374,​0x5A6fc2De011d93842411aa5f91a0a4AcD3fEfFde,​0xa73621aEAe24869942f1279003bDe11d4Eac2Cab,​0x0a236B41aDd0073df05EaC5Fc8505Ad745C7859D,​0x8dDDde2F6094ce6b365eb186AAaFE22af3b137F5,​0x2406A9333378E30B9581B8356bb81B4f9BDFF005,​0xF4B0e07B1010b9dc23d369069ab4F2192651D474,​0xEF422dBBF46120dE627fFb913C9AFaD44c735618,​0xA2881A90Bf33F03E7a3f803765Cd2ED5c8928dFb,​0x8A2F5d6D822611BDab08D306aA8F3E3942177417,​0xB27732Feae161E1f42cfcd2b716BbF7f987FB984,​0x4afd569355Eb05CC1F098195C11ababCCa16d663,​0x3b1E215FE1138aA9034b5E6De39892e45ac05176,​0x1fC6386835eB73C7c3b16695f30611B1a71FC84c,​0x16b8Cc5B1558b365D9844385425b13Bde0ceaa49,​0xf182EA75ce927013459f7a6FC2002b519Cc35426,​0xce5702E94aD38C061e44a4a049Cc29261F992846,​0xF52016C209c8a539c46c9aa4c8d83538Dc4483DE,​0xe9519677e6ec8D2D6BFaB92A059529feA6075d37,​0x00d1Ce825DacBCb6789e2D5fB1873A7178312abC,​0x00000000Af5A61acAf76190794E3fdf1289288A1,​0x68C70d41B193A4a86e56E9020aa4C910E4aBBAf3,​0xcB71EB21F53a2F4de0F26dc90518Df10Be13D1EC,​0x81e6B7E1909401769B9B2E4Fab1fEAc8FD310c17,​0x2C4Bd064b998838076fa341A83d007FC2FA50957,​0x8018280076d7fA2cAa1147e441352E8a89e1DDbe,​0xeb676329dAA8A1e6DE953E39870Db8F8FC5895D9,​0x532D562bd356E8Bf71099eE074AF2737b0f452b0,Other
1575059347000,,,,,,,1.37,,,,,,,,,,,,,,,,48.35,,15.63,,,,,,,,,,,44.97,,8.31,,,,,,31.51,12.55,,,28.41,,,107.47,47.95,,,208.80,,,,,,,,,,,,,13.77,,,40.48,,,,101.79,27.66,56.75,,54.92,,65.52,,,51.93,,,,,,,10.00,84.54,,40.00,,,1.51,107.09,,20.00,,5.00,,,35.02,4.50,20.00,,,,,,,,,,51.65,17.82,,242.29,,1.76,,,,605.39
1575136068000,,,,,,,13.53,,132.63,,,,,,,,,,,,,,,,4.60,,,,,,,11.04,,,,118.77,,0.84,,,,,,104.75,,,,60.21,,,85.58,21.30,,,260.83,,,,,,,,,,,,,18.74,,,80.94,,,,228.36,50.73,19.88,,60.32,,53.51,,,113.41,,,,,,,34.15,105.58,,80.42,,,10.34,11.32,,,,,,,22.10,12.62,40.00,,,,,,,,19.08,,97.88,38.14,,,,7.11,71.13,,,445.21
1575212493000,,,,,,,,,,,,30.00,,,,,,,,,,,,,,,,,,,,,,,,86.52,,8.75,,,,,,5.96,5.44,,,,,,10.00,9.19,,27.47,360.62,,,,,,,,,,,,,4.80,,,33.04,,,,25.00,11.40,,,67.48,,0.50,,,71.11,,,,,,,15.00,101.17,,33.01,,,,17.44,,,,,,,16.32,,20.00,,,,,,,,25.81,,59.40,24.92,,,,,,,,396.69
1575288653000,,,,160.00,,,27.64,,66.00,,,,,,,,,51.15,,,,,,,,,,,,,83.64,5.62,,,,60.39,,17.16,,,,,,22.53,0.73,,,,,,98.55,57.89,,138.99,226.36,,,,,,,,,,,,,18.21,,,88.74,,,,22.38,12.01,87.22,,9.98,,5.71,63.00,,104.76,,,,,,,28.50,108.57,,88.19,,,45.08,84.98,,,,4.31,,,26.08,,80.00,,,,,,,,,,91.32,58.17,,,,0.53,,,,971.18
1575366165000,,,,,,,30.06,,,,,,,,,,,239.82,,,,,,,10.00,,,,,,90.00,18.77,,,,5.06,,8.92,,,,,,33.89,21.12,,,,,,168.67,27.24,,38.18,22.12,,152.00,,,,,,,,,,,,,,76.08,,,,332.57,31.84,63.39,,15.10,,19.00,24.05,,52.95,,,34.00,,,,40.33,180.58,,75.00,,,74.98,19.99,,20.00,,25.65,,,24.42,60.77,196.93,,,,,,,,,,127.10,102.53,,,,0.18,51.90,,,607.90
1575442393000,,,,,,,4.03,,,,,,,,,,,,93.24,,,,,,0.46,,,,,,,14.83,,,,3.47,,4.38,,,,,22.00,2.97,16.15,,,,,,25.10,,,,,,,,,,,,,,,,,14.95,,,,,,,283.87,9.69,34.03,,9.86,,3.16,2.99,,36.36,,,,,,,3.02,90.52,,25.00,,,21.58,79.28,,20.00,,,,,41.01,0.16,194.41,,,,,,,,,,79.30,26.05,,,,,74.48,,,226.28
1575519604000,,,,,,,4.42,,,,,,,,,427.22,,333.38,,,,,315.88,,,,,,,,,0.87,,,,99.95,,8.00,,,,,,133.36,131.11,,,,,,126.52,123.67,,106.27,,,,,,,,,,,,,,50.27,,,25.02,,,,32.50,18.54,74.70,,18.42,,11.27,69.00,,29.71,,,,,,,18.00,187.31,,25.00,,,19.18,138.21,,,,,,,103.33,6.87,54.37,,,,80.47,,,,26.17,,80.10,26.20,,,,,115.76,85.64,,556.98
1575596839000,,,,,,,37.45,257.17,,,,,,,,,,,,,,,20.92,,,,,,,,,11.69,,,,10.55,,7.93,,,,,,0.75,25.77,,,,,,24.63,126.22,,25.74,,,,,,,,,,,,,,16.57,,,51.36,,,,403.61,6.03,90.13,,9.75,,77.54,38.91,,87.59,,,,,,,20.00,146.78,,50.00,,,,20.00,,32.00,,2.68,,,78.83,5.97,35.78,,,,,,,,,,92.93,34.63,,194.13,,,6.96,,,846.32
1575673602000,,,,,,,,,,,,,,,,,,,,,,,42.64,,,,,,,,,11.67,,,,29.05,,6.81,,,,,,3.14,19.31,,,,,,29.45,,,,,,,,,,,,,,,,,12.07,,,50.09,,,,180.88,,19.79,,,,19.54,5.00,,14.82,,,,,,,,39.33,,50.00,,,24.26,12.70,,10.00,,6.74,,,9.68,0.27,,,,,,,,,8.88,,,27.41,,,,,67.17,,,206.19
1575749392000,,,,,,,,,,,,,,,,,9.27,,,,,,,,,,,,,,,37.08,,,,,,,,,,,,6.44,6.88,,,,,,7.38,13.59,,,,,,,,,,,,,,,,2.58,,,,,,,59.65,6.05,24.25,,,,13.54,1.57,,6.50,,,,,,,,16.95,,,,,2.25,4.66,,,,,,,3.08,,,,,,,,,,9.19,,7.10,14.22,,,,,6.92,,,251.52
1575826602000,,,,,,,14.47,,,34.00,,,,,,,,236.40,,,,,20.35,,5.50,,,,,,94.80,2.32,,,,,,8.46,,,,,,40.93,0.32,,,,,,5.87,37.79,,6.31,,,,,,,,,,,,,,38.45,,,,,,,16.20,6.01,79.90,,38.34,,4.27,20.20,,27.08,,,,,,,37.50,79.94,,,,,,30.10,,10.00,,,,,35.99,,40.00,,,,,,,,1.64,,4.10,4.10,,,,110.86,103.70,,,306.79
1575903384000,,,,,,,,,,,,,,,,61.70,,,,,,,,,82.97,,,,,,91.74,4.68,,,,,,10.33,,,,,,4.94,86.59,,,,,,,15.18,,,,,,,,,,,,,,,,23.67,,,,,,,571.62,9.03,39.99,,9.75,,15.85,16.97,,58.49,,,,,,,,237.19,,,,,,,,,,10.82,,55.93,,,82.46,,,,,,,,,,20.70,12.51,,,,,89.05,,,331.16
1575979374000,,,,,,,,,,,,30.00,,,,8.89,,,,,,,,,,,,,,,44.58,38.96,,,,3.53,,12.53,,,,,,0.30,,,,,,,18.43,11.92,,7.85,,,,,,,,,,,,,,1.76,,,,,,,199.08,0.88,14.50,,,,6.34,,,30.45,,,,,,,7.06,53.50,,,,,,18.28,,,,,,,20.75,,17.95,,,,,,,,,,6.64,11.59,,,,,57.63,,,230.00
1576056123000,,,,,,,93.20,,,,,,,,,,,,,,,,,,38.54,,,,4.02,,,20.92,,,,,,9.66,,,,,,51.09,16.34,,,,,,33.80,24.37,,,,,,,,,,,,,,,,7.90,,,,,,,480.54,,,,,,4.47,,,70.82,,,,,,,,33.72,,,,,8.06,24.97,4.00,,,,,,55.45,0.09,,,,,,,,,,,38.48,9.84,,,,1.37,7.94,,,307.45
1576132843000,,,,,,,14.65,191.28,,,,,,,,,,,,,,,,,,,,,,,,3.53,,,,294.75,,8.55,,,,,,39.21,7.34,,,,,,18.91,,,44.50,,,,,,,,,,,,,,16.27,,,38.62,,,124.12,435.19,4.58,103.26,,33.01,,15.14,,,95.01,,,,,,,,178.80,,38.28,,,,63.09,22.11,,,,,,101.52,0.43,117.93,,,18.26,,,,,27.38,,72.00,98.65,,,,3.44,99.78,,,522.01
1576208669000,,,,,,,3.56,,,,,,,,,,,,,,,,10.00,,0.50,,,,,,,3.06,,,,,,,,,,,,0.22,36.28,,,,,,58.88,6.02,,51.72,,,,,,,,,,,,,,9.39,,,,,,,299.13,9.22,4.75,,39.79,,7.24,10.00,,27.78,,,,,,,4.36,23.10,,,,,,12.95,,,,,,,119.40,,55.99,,,,,,,,72.31,,21.03,26.73,,,,,60.11,45.28,,280.51
1576288118000,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,11.16,,,,,,0.29,,,,,,1.13,19.02,,,,,,11.80,,,,,,,,,,,,,,,,,2.46,,,,,,,69.00,,,,5.06,,7.16,,,20.57,,,,,,,1.75,1.78,,,,,0.47,5.07,,20.00,,,,,20.35,10.16,37.61,,,,,,,,,,3.70,,,,,10.58,7.84,,,177.44
1576372313000,,,,180.00,,,,,,,,,,,,,,,,,,,,,20.64,,,,,,,0.16,,,,,,,,,,,,24.59,17.97,,,,,,52.50,9.10,,10.00,,,,,,,,,,,,,,7.70,,,,,,,376.28,0.41,24.89,,,,25.90,,,45.87,,,,,,,,96.34,,,,,,,,,,,,,41.62,31.20,135.10,,,,,,,,,,58.04,19.02,,,,,111.48,,,303.79
1576456679000,,,,210.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,0.35,,,,,,2.90,0.40,,,,,,,34.63,,10.00,,,,,,,,,,,,,,6.61,,,71.06,,,,211.70,11.71,19.54,,,,4.34,,,18.90,,,,,,,74.12,47.01,,70.56,,,71.68,,,,,,,,27.90,0.05,19.49,,,19.45,,,,,,,22.62,11.75,,,,0.00,22.55,95.38,,41.46
1576541361000,,,,30.00,,,4.82,,,,,,,,,,,,,,,,,,,,,,,,,26.19,,,,22.65,,,,,,,,1.60,29.29,,,,,,42.21,31.26,,30.19,,,,,,,,,,,,,,,,,25.13,,,,48.81,2.84,5.04,,,,3.99,3.90,,8.88,,,,,,,,26.95,,25.00,,,95.73,34.96,,,,21.92,,,20.79,0.01,,,,,,,,,,,10.77,,,,,,29.21,,,235.85
1576627001000,,,,,,,42.07,,,,,,,,,,,,,,,,,,97.12,,,,,,,14.03,,,,37.99,40.36,,,,,,,67.47,345.59,,,,,,275.90,305.36,,396.02,,,,,,,,,,13.76,,,,22.04,,,25.11,,,,1907.36,4.70,123.57,,,,58.76,4.00,,68.34,,,,,,,94.27,315.43,,25.00,,,233.25,165.30,,,,81.15,,,116.17,9.51,,,,13.88,,,,,,,310.91,76.76,,4.00,,340.09,79.03,,,550.52
1576713534000,,,,,,,44.24,,,,,,,,,,10.00,,,,,,117.34,,,,,,,,,30.15,,,,11.34,0.52,72.03,,,,,,9.54,10.31,,,,,,153.30,94.62,,48.59,,,,,,,,,,51.41,,,,37.02,,,17.97,,,,482.34,,29.82,,,,57.28,2.37,,59.69,,,,,,,,148.50,,17.78,,,0.03,78.59,,,,9.59,,20.57,43.29,4.52,,,,,,,,,,,89.22,36.03,,,,,51.92,,,571.76
1576799699000,,,,,,,15.67,,,,,,,,,,,,,,,,,,38.64,,,,,,,21.53,,,,,,0.89,,,152.70,,,2.40,,,,,,,70.54,18.54,,15.44,,,,,,,,,,15.58,,,,12.06,,,68.42,,,,274.44,,34.08,,,,6.57,,,20.34,,,,,,,10.00,116.53,,68.32,,,14.03,20.42,3.53,,,21.40,,,55.75,,,,,,,,,,7.60,,78.77,38.07,,,,,77.89,,,276.62
1576886273000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.40,,,,,,1.41,,,23.12,,,3.26,0.97,,,,,,,5.28,,26.55,,,,,,,,,,,,,,11.50,,,25.28,,,,14.84,,15.24,,,,4.30,,,5.00,,,,,,,,78.42,,25.00,,,0.65,,,,,,,,37.41,7.99,,,,,,,,,,,4.40,5.64,,,,,74.24,,,161.64
1576971438000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.29,0.37,,,,7.33,,7.85,,,,,,,2.73,,,,,,8.31,33.71,,40.43,,,,,,,,,,1.60,,,,3.35,,,8.97,,,,103.05,,9.50,,,,1.16,,,,,,,,,,,49.02,,8.85,,,,47.75,,10.03,,,,,5.08,,,,,20.58,,,,,,,32.32,12.54,,,,,35.22,,,196.26
1577057861000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.10,4.15,,,,,,1.03,,,,,,6.43,26.35,,,,,,,,,,,,,,,,,,,,,,,3.80,,,,,,,49.19,,14.50,,,,0.14,,,1.00,,,,,,,,31.54,,,,,28.65,26.30,,,,,,,,10.36,,,,,,,,,,,,16.02,,,,,43.65,,,57.53
1577143907000,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,90.15,25.33,,,,,,1.91,,,,,,29.12,,,,,,,30.26,24.08,,,,,,,,,,,,,,,,4.70,,,,,,,128.78,4.47,14.50,,,,4.63,,,12.63,,,,,,,,5.90,,,,,,6.28,,,,,,,30.56,,,,,,,,,,,,10.79,,,,,,14.96,,,104.07
1577229621000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.46,5.84,,,,7.01,,3.85,,,,,,38.71,8.09,,,,,,5.00,4.70,,7.72,,,,,,,,,,15.62,,,,17.32,,,60.28,,,,256.29,,,,,,7.02,10.48,,,,,,,,,65.80,46.13,,60.00,,,18.65,,,,,,,,30.67,,,,,,,,,,,,60.89,11.75,,,,,25.43,,,228.79
1577315631000,,,,30.00,,,,,,,,,,,,,,,,,,,50.23,,,,,,,,20.09,55.36,,,,5.36,,1.16,,,14.13,,,4.16,0.06,,,,,,31.34,,,31.58,,,,,,,,,,,,,,5.92,,,,,,,254.95,,9.75,,,,51.44,20.33,,3.60,,,,,,,,53.60,,,,,14.08,34.84,,,,,,,2.14,15.96,,,,,,,,,,,38.85,11.78,,,,,91.05,,,298.84
1577402327000,,,,,,,,,,,,,,,,,,,,,,,,,6.83,,,,,,,24.47,,,,,,0.78,,,,,,35.94,0.51,,,,,,30.00,19.10,,4.49,,,,,,,,,,16.61,,,,14.07,,,70.20,,,,564.37,,39.71,,125.93,,12.60,,,4.02,,,,,,,,66.83,,70.00,,,,96.67,,,,17.65,,,107.49,8.79,,,,,,,,,92.47,,75.84,9.57,,,,0.94,23.81,,,232.24
1577488582000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.92,,,,39.43,,0.59,,,,,,52.28,6.62,,,,,,,,,,,,,,,,,,,,,,,13.26,,,,,,,3.50,,,,69.40,,16.14,,,,,,,,,,,51.71,,,,,7.46,19.65,,,,20.31,,,,19.75,,,,,,,,,13.18,,15.08,15.33,,,,,33.37,,,164.16
1577573599000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10,,,,,,8.45,,,,,,12.06,,,,,,,29.00,,,,,,,,,,,,,,,,,,,,,,,,170.60,,9.79,,70.67,,7.08,0.72,,,,,,,,,,19.62,,,,,0.31,9.59,,,,,,,,,,,,,,,,,74.43,,,8.10,,,,0.71,20.95,,,206.20
1577659927000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.80,,,,9.79,,5.16,,,,,,0.95,4.79,,,,,,5.13,,,5.51,,,,,,,,,,0.55,,,,9.06,,,,,,,123.61,,,,,,2.66,27.05,,,,,,,,,4.95,11.34,,,,,,18.99,,,,3.28,,,28.43,1.99,,,,,,,,,,,,4.65,,,,0.75,6.60,,,107.12
1577746179000,,,,,,,,,,,,47.91,,,,,,,,,,,45.94,,,,,,,,,2.09,,,,7.11,,1.45,,,,,,15.84,1.41,,,,,,9.37,7.12,,,,,,,,,,,,9.66,,,,6.83,,,,,,,372.33,,57.78,,,,3.11,4.25,,,,,,,,,2.11,17.14,,,,,,8.79,,,,10.91,,,48.66,,,,,,,,,,,,72.69,4.06,,,,19.77,29.23,,,169.85
1577832303000,,,,60.00,,,,,,,,,,,,,,,,,,,91.54,,,,,,,,,12.38,,,,0.08,0.10,11.06,,,,,,2.77,0.60,,,,,,10.00,22.96,,,,,,,,,,,,11.85,,,,8.08,,,,,,,254.99,,73.76,,,,10.56,,,1.25,,,,,,,2.88,31.01,,,,,,15.53,,,,20.12,,,30.21,,,,,,,,,,,,50.75,14.82,,,,35.19,40.47,45.91,,279.32
1577918935000,,,,60.00,,,9.01,,,,,,,,,,,,,,,,,,,,,,,,,122.26,,,,9.74,68.50,1.38,,,,,,48.85,,,,,,,37.01,29.09,,,,,,,,,,,,6.55,,,,12.39,,10.00,70.22,,,,554.13,,55.11,,16.09,,9.67,,,18.85,,,,,,,,,,70.00,,,10.82,65.69,,,,20.05,,9.55,177.70,0.65,,,,,,,,,,,111.97,28.68,,,,0.14,89.73,,,376.14
1577997589000,,,,,,,18.04,,,,,,,,,,,,,,,,,,,,,,,31.15,,0.24,,,,33.30,,,,,,,75.00,8.48,,,,,,,10.00,20.36,,,,,,,,,,,,13.95,,,,1.75,,130.00,35.42,,,,149.10,1.11,78.22,,105.28,,1.62,,,37.49,,,,,,,,,,35.00,,,0.46,,,,,,,127.14,53.74,,,,,,13.61,,,,31.32,,45.20,4.47,,,,,74.76,,,355.70
1578063677000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43,,,,,,0.42,,,,,,24.12,2.13,,,,,,10.00,,,,,,,,,,,,,3.06,,,,6.25,,,,,,,364.98,1.83,64.64,,,,2.94,,,11.41,,,,,,,15.83,6.73,,,,,22.61,,,,,,,8.94,47.26,1.10,,,,,,,,,,,52.51,13.06,,,,,58.72,,,236.57
1578129566000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,,,,34.84,,0.82,,,,,,0.48,4.12,,,,,,136.45,16.01,,,,,,,,,,,,,,,,7.91,,,56.25,,,,221.88,,38.55,,,,1.69,,,,,,,,,,20.00,67.15,,55.64,,,,,,,,,,3.39,54.59,,,,,,,,,,,,71.38,10.41,,,,,21.62,,,381.19
1578195701000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.81,,0.28,,,,0.80,,0.86,,,,,,0.39,17.80,,,,,,13.00,14.31,,,,,,,,,,,,,,,,2.03,,,,,,,94.20,,,,,,15.30,5.13,,3.50,,,,,,,,39.17,,,,,,,,,,,,,10.15,,,,,,,,,,,,28.61,11.54,,,,,2.89,,,228.23
1578261907000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61,,,,0.60,,1.84,,,,,,0.13,1.99,,,,,,40.75,15.88,,24.29,,,,,,,,,,9.66,,,,2.55,,185.00,,,,,124.45,,40.52,,,,6.05,,,2.51,,,,,,,,29.28,,,,,,,,,,4.00,,,32.64,,,,,,,,,,,,49.36,9.11,,,,4.07,38.38,24.61,,198.67
1578327837000,,,,,,,29.60,,,,,,,,,,99.60,,,,,,,,35.30,,,,,,,26.79,,,,16.00,,,,,,,,36.89,7.67,,,,,,215.92,76.02,,17.15,,,,,100.00,,,,,21.03,,,,21.18,,,171.51,72.39,,,736.50,28.57,98.96,,,,3.84,,,16.05,,,,,,,20.00,228.50,,171.63,,,,85.95,,,,4.53,,10.00,164.46,4.59,40.00,,,,,,,,,,133.24,40.68,,,,0.08,124.02,,,814.50
1578393679000,,,,,,,18.33,,,,,33.50,,,,,117.44,,,,,,,,8.20,5.58,,345.00,90.57,6.63,,130.53,,,,20.87,0.91,3.36,,,67.16,,,30.11,10.95,,,,,,53.13,240.75,,,,,,,100.00,940.98,,,,50.68,,,,7.73,,,250.28,42.00,,107.38,1059.22,16.41,518.30,,,,40.81,100.86,,101.04,,,,120.51,,,7.13,302.06,,249.17,,,6.73,53.76,,,,,,,214.32,4.56,40.00,,,,,33.20,,,,,383.24,38.06,,,,137.20,201.85,,,1064.23
1578459841000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.19,,32.09,,,,,,1.25,,,,,,25.32,62.62,,,,,,38.50,32.45,,,,,,,,,,,,55.83,,,,8.88,,,112.30,58.27,,,99.00,13.70,,68.20,,,11.55,14.11,,20.15,,,,139.77,,,,50.68,,112.35,,,5.89,,,,,21.82,,,116.31,,,,,14.33,,,,69.03,,,107.14,12.24,,,,,80.46,,,375.26
1578526345000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.41,,14.42,,,,0.62,,0.55,,,,,,7.63,0.32,,,,,,7.50,26.92,,,,,,,,,,,,28.64,,,,5.05,,,,132.85,,72.59,177.35,,,,,,12.24,8.54,,11.76,,,,,,,,50.74,,,,,1.57,6.54,,,,10.11,,,25.15,8.96,,,,27.11,,34.06,,41.00,,,69.98,12.32,,,,,66.90,,,331.94
1578592894000,,,,,,,21.26,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,,,,,7.20,,,,,,2.30,9.12,,,,,,59.86,7.66,,,,,,,,,,,,151.18,,,,5.50,,,,,,,63.15,,,,31.45,,0.64,,,,,,,,,,,37.86,,,,,,,,,,10.00,,,72.93,,60.00,,,13.15,,,,25.01,31.59,,23.80,40.71,,,,,49.25,,,271.52
1578658814000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.97,,2.17,,,,,1.02,,,,,,,1.95,4.54,,,,,,15.00,6.84,,,,,,,,,,,,,,,,7.55,,,,,,,105.86,0.00,,,,,0.15,,,,,,,,,,,16.78,,,,,6.60,27.59,,,,,,,42.49,2.90,20.00,,,,,31.50,,16.75,,,4.91,,,,,,21.34,,,213.24
