timestamp,​0x5100276Ff4561D05A502527De00e9515129e3cfE,​0x131cD5E746Fa428C80b34A70b136C36722C613ae,​0x97deC872013f6B5fB443861090ad931542878126,​0x25B28EE7f335F0396f41f129039F1583345B21b8,​0x2a1530C4C41db0B0b2bB646CB5Eb1A67b7158667,​0x13889F184902a81d25A092ccb9318da14481e379,​0xAecdA292d7a976746E1660650724fB932d4BB35E,​0x05cDe89cCfa0adA8C88D5A23caaa79Ef129E7883,​0xEA73c4Ab8a3a9c10214C8aE3D9FE3aFFa4D65F04,​0x9F4a84a28bBd4d1808a27Fb88DA1722f7254F379,​0xdA56a88175D4c8707C51DF845f838cF3fE070870,​0x55A6D22810312Cb7510ADA944b13d38E517439E3,​0x00000f2D00b7a76100366C0013C2000595eE0067,​0xA6651e575954789E923DA9Ef06d5Bc054b8b3F93,​0xe9519677e6ec8D2D6BFaB92A059529feA6075d37,​0xCb43027cfbbCCe4d0BA7c99Ca391415df93F2886,​0xd337Ffa625dA0Da96046ec164FE9d73CdFb24188,​0x40F094Ae8e14D458c3893d1939D814f601eb3D1F,​0x629cba67970e5FB83917BC53bB6944907DD1b61C,​0x72b73799724B453f04082e2D782e8b5A8790c92A,​0xb0642328Ecd662bcf64D5B7b77D81B4328BE2544,​0x2848b9f2D4FaEBaA4838c41071684c70688B455d,​0xA77E1550CB41828daB40c9A3e2c4B0F12013405a,​0xC0D6D359b05C60451b02fc87be3F5d808fa89692,​0xF62a6109A3578ed8a0631c1fd1E404D0688f5768,​0x5aB9d116a53EF41063E3EaE26A7eBe736720E9bA,​0x1AcD2ADA482f2A62C4189fdf60238C77645AEEA5,​0x77897b322302805d83b67abFa90e2cdb36F35779,​0xf5c55e8B47EBD6d96F0f2680007d9d210659A5Fa,​0xa7b36931fE062888417FD2535296EAB6154Dfe2c,​0xCE93165E06c58c80BD7479E5864888EA847f74b1,​0x11111254369792b2Ca5d084aB5eEA397cA8fa48B,​0xe84EabF195ED3544641b316D45AF4781881c72Bd,​0x2A33Cb652Fff44B52C7C950aa7Ee1f3296dedEeE,​0x792D7c4974bD7AD17258881D71ac1Ed21767a2B6,​0x9E2A015Ac70e6977b6A994545533BB0BAa55ECe4,​0xfc96e234d4B31C63051E707105fCC4aba37807Fa,​0x1853E58da5494713EE0258Cd0662fE03FF7B7dAF,​0x116D66bce99dCc0Ff5c15D7FA1B50e32f77E6a52,​0x94C4c91B46D122731E18C07A3276BEE933d76bCb,​0x693c188E40F760ecF00d2946ef45260b84FBc43e,​0xc3037b2A1a9E9268025FF6d45Fe7095436446D52,​0xD79d821EF646626430995f67885904856e43eE17,​0xC37CD798ad14b2bA9e9A8ded9f31Ed758f105c6a,​0x47004fe25974ee101670274DeD998e3792F18ef9,​0x46188f0bB4928E3d851Ec8E70CFEd58f17C7D2C8,​0x8a3960472B3D63894B68DF3f10F58F11828d6fd9,​0xB42C464652683B3e8C725e9AEAE096c3179a4A5c,​0x15ec2bCa7dE55d125f122cB35e54b317FDcd5c89,​0x000000000000006F6502B7F2bbaC8C30A3f67E9a,​0xC5A5655a09A9AB80E78f99D8f209009fC349231d,​0x0D4743269FeC611b422D0A209A460CD8cC0cC8b9,​0x069C97DBA948175D10af4b2414969e0B88d44669,​0x432E7f124A07d28af0da64db9496A8DcD98C978f,​0xF6FB09a41fa6C18cEbC1e7C6F75A8664D69e4d48,​0x6459B8F7454670B9aba9E009cf468b7d99103e17,​0xBEcfc6C5cFDFB8bc908E86aC080e8E0963b385A6,​0xF1Ad4BFDF8829d55eC0Ce7900EF9d122B2610673,​0x83e0c00880b3971751ff3609cbAABa93D35e9392,​0x2c123fc5C27888571CD525e8ae9b0c5ff848386D,​0x2fba0B21a553F0f268293be7ABb07A54FFfD2B02,​0xe13937DC21510c75C21314DaAAf2cbD1fa2f16D4,​0xa20218F27042ef81D914023781D600d89c776Da4,​0xcb9D1c05b5f848B67E80BD91Aee76ec7F81216db,​0x5Be5b30A720093C9d1B1E6CF8441280a48a495F8,​0x523D1e921a8EAdCBBcDc1e2D23f1d88498d0559F,​0xc6de57Bcf015c51ac0E0Fe8A4e3AB09F481BEc34,​0x22814A103Eb176646f5eD0c22c37976734803121,​0x40A7cb7052C274Cc2E568c324B4c5D94383bec4f,​0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,​0x5c5b40855fc364b797c1F539F7Eb39cDC94a8a91,​0x4afd569355Eb05CC1F098195C11ababCCa16d663,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0xb6542DE25941D3ca4Eb839F6C9096823e09Ab5B4,​0x20d84EE2ECFBD23554760D2970156E5203cd7b8B,​0xB878876e0627E362fD3d1AFeEBdf0Bd69BbA1911,​0xCE0c61aBF9866FEf5767e102Cf227F294b3459E5,​0x9096410692868EA33F77Ff1Ca3Ae3d9948FAf82C,​0xe038F7f116FDfe937a18001B364fa47019A906E6,​0xC155ca6f9E976263aB958EEb40dCaE824F9c7d22,​0xaCf89569f7865B8544B0E77BE5B85ecD230A498A,​0x2870fa7c3C615f324151a88B10f0e1455Ee292D8,​0xE4963352C548bA37590C7127d7857c6F2758E418,​0x97402249515994Cc0D22092D3375033Ad0ea438A,​0x114D0E95B1d6f4982DbaeA25cd0992eeeb1DEc19,​0xdBe3c041CcA6C53e70008640eb8BD897Eb994640,​0x69C4EfE68F4eaBdFAa614a8E682B1391802F4913,​0x41FBAd481E9791c4fa92d3C3E775A73FA771c87d,​0xaA3B1fDC3Aa57Bf24418E397f8c80e7385aAa594,​0x199faf071210e93af1B4b82B829aCA51b976E4B2,​0x990Ac30FFD4e0cf6C49d43e0472fA45Ed751dC71,​0x8E949B62a177452f5B327B539eAA63802a3ab6A4,​0x2Debdf4427CcBcfDbC7f29D63964499a0ec184F6,​0xA694068FDfd382FA60c249e9A2B92a5548aD50EF,​0xf144Cd921224cF5213D178b763432Dc0fCA6aba0,​0x81EbA9C6dE7FCc54a10dfFFa25B8b5eCb698F5aB,​0xbCed3f3c5B3741729cAc06fFE452afddA48C9cC0,​0x9c7c1637a57Fe1F0aaD2FDE65Bf5B43d24355FcB,​0xb62c60AA582876F6649963D7Bef7DDE08943D98c,​0x97Bc9F9A02d43ff53452E66e45Bf940ebFE4235f,Other
1588104246000,,,4.61,,,,,,,,1.07,,,,,,,,,,,,,,,1.54,,,,,,3.90,,,,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84,,,,,0.04,,,,,,,25.69,,,,,,,9.85
1588170340000,,,0.48,,0.94,,,,,,4.68,,,,,,,,,,,,,,,6.00,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,,,,,,,12.01,,,,,,,11.67
1588237076000,,,0.08,,,,,,,,,,,,,,,,,,,,,1.02,,2.01,,,,,,4.23,,,,,,,,,,,,,,,,,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,,0.03,,,,,,,20.54,,,,,,,11.01
1588305064000,,,0.24,,,3.70,,,,,1.06,,,,,,,,,,,,,,,,,,,,,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,0.66,,,,,,,,,2.84,,,,,,,21.11,,,,,,,12.35
1588371539000,1.25,,1.65,,0.02,,,,36.51,,3.27,,,,,,,,,,,,,1.69,,7.98,,,,,,8.64,,,,,,,,,,,,,1.63,,,,,,,,,,,,,,17.00,,,,,,,,,,,,,,,,,,,,3.60,,,1.43,,,0.85,,1.25,,,,,,,49.63,,,,,,,43.98
1588438821000,,,0.59,,,,,,,,1.11,0.58,,,,,,,,,,,,,2.50,1.99,,,,,,2.25,,,,,,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,,2.57,,,1.90,,,,,,,11.78,,,,,,,10.73
1588506516000,,,0.55,,,,,,,,4.99,,,,,,,,,,,,,,,,,,,,,16.02,,,,,,,,,,,,,6.24,,,,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,,,,3.21,,,,,0.54,,,,,,,27.99,,,,,,,14.16
1588572377000,1.23,,0.48,,0.07,,,,,,,,,,,,,,,,,,,1.00,3.40,4.04,,,,,,6.41,,,,,,,,,,,,,,,,0.52,17.28,,,,,,,0.99,,,,,,,,,,,,,,,,,,20.93,,1.53,,,,,,1.00,,,,,19.17,,,,,,,31.09,,,,,,,9.72
1588638430000,2.46,,0.86,,0.70,,,,,,1.19,,,,,,,,,,,,,,,2.00,,,,,,6.85,,,,,,,,,,,,,,,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06,,,,,2.80,,,,,,,12.34,,,,,,,10.84
1588705743000,2.64,,3.81,,,,,0.03,,,1.09,,,,,,,,,,,,,,,2.00,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,3.00,,,,,,,,0.43,,,,,,,14.55,,,,,,,5.78
1588771981000,,,0.71,,0.24,,,,,,2.48,,,,,,,,1.31,,,,,,5.61,,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.20,,,,,,,,,,,,,,,,,,1.44,,,,4.43,,,,,0.08,,,,,,,38.97,,,,,,,18.25
1588839881000,,,2.38,,0.09,,,,,,,,,,,,,,,,,,,,,2.03,,,,,,2.81,,,,,,,,,,,,,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48,,,,,,,9.76,,,,,,,3.02
1588906152000,,,1.44,6.70,0.11,,,,,,1.26,,,,,,,,,,,,,,,2.25,,,,,,12.67,,,,,,,,,,,,,10.41,,,,,,,,,,,,,,,,,,,,,,,,,,,5.14,,,,,,,,,,4.21,,,,,39.43,,,,,,,63.55,,,,,,,14.21
1588972800000,,,4.76,,,,,,,6.40,1.03,,,,,,,,,,,11.54,,,6.00,6.00,,,,,,9.79,,,,,,,,,,,,0.61,,,,6.01,,,,,,,,,,,,,,,,,,,,,,,,2.05,,,,,,,,,,,,,,,2.58,,,,,,,39.82,,,,,,,10.37
1589040204000,0.62,,5.81,2.00,1.00,,,,,3.05,,,,,,,,,,,,,,,,,,,,,9.29,5.63,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,18.86,,,,,,,10.80
1589107927000,0.62,,14.11,1.00,,,,,,3.01,1.25,,,,,,,,,,,,,0.96,,,,,,,,5.95,,,,,,,,,,,,,1.88,,,,,,,,,,,,,,1.90,,,,,,,,,,,,,8.08,,,,,,,6.65,,,,,,0.70,,2.33,,,,,,,27.00,,,,,,,21.90
1589174391000,,,3.82,2.00,1.89,,,,,,,,,,,,,69.37,,,,,,,,2.02,,,5.70,,,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,3.70,,,,,20.92,,,,,,,29.44,,,,,,,19.99
1589241093000,,,,5.00,,4.00,,,,,,,,,,,,,,,,,,,,,,,4.00,,,14.04,,,,,,,,,,,,,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.02,,,7.56,,,,,0.24,,,,,,,34.60,,,,,,,21.57
1589308656000,,,0.85,1.00,0.00,,,,,3.09,1.14,,,,,,,,,,,,,,,,,,,,,3.03,,,,,,,,,,,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70,,,,,,,7.91,,,,,,,4.71
1589375621000,1.05,,,3.00,,,,,,3.11,1.26,,,,,,,,,,,,,,,,,,,,,22.34,,,,,,16.50,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.13,,,,,,,,,,,,,,,0.53,,,,,,,34.19,3.94,,,,,,14.70
1589442351000,,,1.38,7.34,,8.80,,,,,,,,,,,,,,,,,,,,2.01,,,,,,7.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,,,,,,,17.69,,,,,,,5.30
1589509055000,,,7.88,,,,,,,,2.62,,,,,,,,,,,,,,,,,,,,,5.68,,,,,,,,,,,,,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,,0.07,,,,,,,7.48,,,,,,,9.42
1589576701000,2.93,,8.96,,,,,,,,3.78,,,,,,,,,,,,,,,8.09,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.93,,,,,,0.20,,,,,,,,,17.35,,,,,,,25.31
1589644333000,8.95,,1.18,,1.12,,,,,1.91,1.29,,,,,,,,,,,,,,,7.10,,,,,,46.18,,,,68.26,,,,,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.12,,,,,,,,,,,1.90,,,,,,,20.18,,,,,,22.77,22.15
1589711000000,,,3.94,,0.38,,,,,,,,,,,,,,6.08,,,,,,,,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10,,,,,,,,,,,1.51,,,,,,,,,0.18,,0.05,,,,,,,10.00,2.56,,,,,,11.10
1589778055000,,,1.82,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.25,,,,,,,,,,,6.03,,0.29,3.81,,,,,,,,,,,,,,,9.60,,,,,,,15.03
1589845567000,,,0.10,,3.14,,,,,,2.49,,,,,,,,,,,,,1.96,,4.10,,,,,,,,,,,,,1.31,,0.57,,,1.25,,,,,,,,,,,,,,,,,,,,,3.77,,,,,,,,,,,1.54,,,,,,,,,,,0.42,,,,,,,7.00,,,,,,,14.44
1589913105000,2.56,,2.00,,0.51,,2.96,,,,3.69,,,,,,,,,,,,,,,14.30,,,,,,,,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,3.12,,,,,,,,,,,,,,,,,5.03,,,1.00,,1.30,,22.50,,,,,25.80,,2.48,,,,,29.85
1589980117000,,,0.93,,,,,,,,,,,,2.92,,,,,,,,,,,4.14,1.08,0.10,,,,,,,,,0.05,,,,1.03,,,,2.55,,,,,,,,,,,,,,,,,,,,5.97,,,,,,,,,,,,,,,,,2.10,,,,,14.42,,,,,,,11.79,,,,,,,1.14
1590047677000,1.19,,2.70,,,,,,,,4.60,,,,8.35,,,,,,,,,,,17.15,,8.56,,,,0.97,,,,,,,6.77,,2.04,,,,,,,,,1.50,,,,,,,,,,,,,,,13.40,,,,,,,,,,,,,,9.50,,,,,,,,,,20.00,,,,,35.71,,1.16,,,,,4.76
1590113970000,,,,,0.50,,1.34,,,,,,,,3.15,,,,,,2.48,,,,,7.71,,,,,,1.06,,,,,,,,,2.73,,,,,,,,,,,,,,2.30,,,,,,,,,,10.41,,,,,,,,,,,,,,,,,4.75,,,,,20.15,,20.00,,,,,54.69,,1.20,,,,,14.66
1590181994000,,,6.52,,1.23,,,,,,1.22,,1.89,,2.38,,,,,,,,,,,10.37,1.18,0.34,,7.00,,,2.12,,,,,,,,2.98,,,,9.40,,,,,,,,,,1.32,,,,,,,,,,10.95,,,,,5.78,,,,,,,,,1.00,,,,,,,,36.35,,17.00,,,,,68.50,,2.89,,,,,22.14
1590248502000,,,0.24,4.03,,,,5.33,,,8.47,,1.11,,5.90,,,,,,4.30,,,,,7.70,1.85,1.30,,3.00,,,,,14.48,,,,,,5.90,,,,2.99,,,,,,,1.92,,,,,,,,,,,,,11.76,,,2.98,,2.50,,,,,,,,,,,,8.12,,,,,15.09,,,3.07,,12.90,,31.40,,3.07,,,,,29.18
1590316431000,5.02,,1.94,,,,,,,,,,0.57,,6.04,,,,,,1.00,,,,,8.31,,0.27,,16.00,,,,,,,,,,,1.42,,,,1.52,,,,,,,6.84,,,,,,,,,,,,,0.55,,,,,1.44,,,,,,,,,,,4.64,3.26,,,,,33.73,,,3.18,,,,55.07,,,,,,,12.53
1590383553000,15.38,,0.47,,0.15,,,,,,10.01,,1.18,,6.61,,,,,,6.90,,,,,18.14,1.08,0.22,,,,,,,,,1.04,,11.09,,2.40,,3.24,,,15.00,,,,2.68,,6.99,,,,,,,,,3.02,,,,15.18,,,3.25,,6.57,,,,,,,,,,,,1.53,,,,,0.81,,13.50,3.36,,,,68.47,,,,,,,18.11
1590451139000,,,0.49,,1.47,,,,,,2.60,,,,5.44,,,,,,0.50,6.96,,,,11.09,,3.56,,,,0.07,2.00,,,,1.50,,,,3.03,,0.77,,,,,,,,,1.32,,,,,,,,,,,,,10.30,,,,,3.38,,,,,,,,1.26,,,,3.03,,,,,0.95,,,1.16,,,,27.09,,3.25,,,,,25.46
1590517845000,,,1.73,,,,,,,,,,0.66,,1.63,,,,0.84,,,,,,,1.97,,0.23,,,,,,,,,,,0.51,,0.85,,1.00,,,,,,,1.50,0.67,,,,0.75,,,,,,0.10,,,,6.47,,,,,,,,,,,,,,,,,,,0.10,0.53,,6.55,,,2.31,,,,17.36,,4.99,,,,,2.90
1590584981000,7.03,,0.05,,3.90,,,,,,4.87,,3.97,,3.35,,,,,,,,,,,18.72,18.49,,,,,0.10,,,,,,,,,6.89,,,,,,,,,3.00,,,0.09,,2.00,,,,,,,,,,6.39,,,,,,,,,,,,,6.82,,,,,,,,,22.26,,,3.50,,,,51.87,,,,,,,13.16
1590652494000,,,,,,,,,,,2.36,,0.71,,0.83,,,,,,2.00,,,,,,,2.60,,,,0.10,,,,,,,,,3.04,,0.77,,7.58,,,,,,2.87,,,,,,,,,,,,,,7.94,,2.07,,,,,,,,,,,,,,,,,0.07,,,3.57,,,3.53,,,,24.22,,,,,,,8.55
1590719602000,,,0.12,,5.00,,,,,,1.10,,,,1.33,1.20,,,,,,,,,,2.03,,0.25,,,,,,,,,,,0.44,,1.63,,1.00,,3.53,,,,,,9.25,4.04,,,1.28,,,,,,,,,,0.94,,3.02,,,2.02,,,,,,,,,,,,,,0.25,0.53,,1.44,,,2.32,,,,25.26,,,,,3.28,,2.05
1590786531000,,,31.21,,,,,,,,5.92,,,,9.31,42.23,,,,,5.30,,,,,,,0.30,,,,,18.12,,17.10,,3.32,,,,14.11,,1.54,,,,,,,2.00,,7.76,1.20,,,,,,,,,8.53,,,6.23,,6.09,,,9.04,,,,,44.36,,,,,,,,,0.04,,,3.48,,,3.33,,,,72.68,,,,,,,14.51
1590853669000,,,1.69,18.00,0.44,,,,,,2.59,,2.18,,4.71,,,,2.97,,,,,,,,,9.10,,,,,11.94,,,,1.53,,,,6.09,2.15,7.55,,1.25,,,,,3.00,0.24,,,,3.57,,,,,3.11,,,,,15.55,,3.90,,,,,,4.27,,,,,0.69,,,4.15,2.00,,,,,3.12,,,1.83,,,,87.78,,,,,3.52,,11.05
1590919824000,,,27.75,,,,,8.26,,,19.04,,2.80,,13.90,15.20,,,,,13.00,,,,,5.06,,,,,,,,,,,4.42,,,,13.00,9.79,7.80,,9.08,,,,,,,,1.69,,,,,,,,,4.70,,,10.29,,,,,3.89,,,,,,,,1.65,,,,20.97,,,,,48.03,,,,,,28.53,142.84,,,,,,,25.89
1590987649000,6.95,,2.14,,0.03,,,,,,,,2.99,,6.94,19.86,,,,,0.60,,,,,3.63,,3.20,,,,,,,,,,,,,10.09,,6.85,,8.38,,,,,,0.54,,,,2.25,,,,,,,,,,8.54,1.05,,,,3.75,,,,,,,,,,,,2.02,,,,,0.08,,,4.04,,,53.12,80.41,,,,,,,54.56
1591054955000,,,,,,,,5.00,,,,,,,1.11,,,,,,,,,,,,,5.60,,,,,,,,,0.54,,,,3.00,,,,6.87,,,,,,,,,,,,,,,,,3.33,,,3.38,,3.10,,,,,,,,,,,3.15,,,,4.06,,0.25,,,,,,2.09,,,,9.83,,,,,,,8.86
1591122115000,13.38,,0.87,,,,13.65,,,,1.41,,,,2.46,2.75,,,,,,,,,,,,0.17,,,,,5.21,,,,,,,13.72,7.70,8.00,,,8.04,,,,,,,,,,1.02,,,,,,0.07,,,,36.02,,,,,21.77,,,,,,,,,4.00,,,,,,,,66.92,,,,,20.77,,48.93,,,,,11.83,,21.66
1591189759000,,,2.33,,,,,18.01,,,3.88,,0.75,,6.50,3.55,,,,,,,,,,22.29,,1.78,,,,,4.18,3.07,,,,,,,1.61,,1.00,,3.14,,,,,,,,,,,,,,,,,,,,2.02,,,,,3.03,,,,,,,,,,4.34,,4.01,,,,,6.77,,,,,,,48.45,13.38,,,,,,15.31
1591256276000,1.44,,2.04,,9.98,,,7.86,,,9.80,,2.43,,10.66,,,,,,,,,,,9.73,,1.30,,,5.35,,5.36,5.08,,,9.05,,,23.69,1.74,3.47,1.90,,34.26,,,,,,,,,5.00,1.01,,,,,,0.25,,,,15.30,,7.12,,4.34,4.35,5.10,10.16,,,,,,,,,,3.72,,,,,18.43,,,,1.49,,,80.92,,,,,,,36.89
1591323776000,5.73,,6.20,,,,,,,,5.29,,1.58,,1.99,,,,,,,,,,,4.04,,,,,,,9.50,5.80,,,,,,,5.53,,0.78,,15.79,,,,,,,,,,,,,,,,,,,,,,,,4.54,1.95,1.47,,,,,,,0.19,,,,15.26,4.00,,,,5.47,,,4.14,,,,53.37,,,,,4.02,,37.40
1591389945000,5.57,,3.27,,0.20,,,,,,,,2.57,,7.34,,,,2.81,,4.00,,,,,3.26,,0.35,,,,,5.21,2.22,,,,,,,,,0.59,,4.18,,,,,3.00,,,,,,,,,,,,,,,,,,,,6.65,5.93,2.02,,,,,,,,,,2.02,11.66,,,,5.40,,,,,,,40.83,,,,,,,21.37
1591457899000,,,1.84,,,,,,,,5.69,,,,2.75,,,,,,,,,,,7.08,,0.23,,,,,11.98,,,,0.67,,,,5.75,,,,2.89,,,,,,8.09,,,,,,14.75,,,,,,,,,,2.00,,,,2.40,2.03,,,,,,,,,,,,,,,2.72,,,,,,,16.59,,,,,,,19.14
1591524138000,,,1.18,,,,,,,,5.65,,1.63,,1.44,,,,,1.68,,,,,,,,,,,,,2.10,1.11,,,,,,,3.11,,,,3.12,,,,,,,,,,,,2.00,,,,,,,,,,3.08,,,1.93,2.00,,,,,,,,,2.99,,,,,,,,,,6.22,,,,14.48,,,,,,,11.59
1591590964000,7.06,,,,,,,,,,9.50,,0.36,,3.60,,,,,2.34,,,,,,13.33,5.96,0.19,,,,,7.16,2.71,,,,,,,7.12,2.87,,,,,,,,,,,,,,,,,,,,,,,,,3.98,,8.39,5.29,13.37,,2.10,,,,,,3.00,13.46,,2.00,,,,86.70,37.51,,,,,,,88.57,,,,,,,14.52
1591658478000,,,0.42,,,,0.67,,,,12.18,,1.03,19.00,7.29,,80.00,,,16.11,,,,,,12.44,3.92,,,,,,21.85,0.63,,,,,,,14.14,5.92,,4.83,16.52,,,,,25.83,,,,,,,,,,,0.26,,,,,15.00,,17.83,,14.43,34.88,0.60,2.84,,,,,0.48,,,,13.64,,,,139.82,10.85,1.37,,1.92,23.53,,,141.04,,,7.36,,,,34.56
1591725334000,,,5.12,,,,1.78,,,,5.63,,5.83,5.28,14.83,,10.00,,,13.11,8.00,,,,,,,8.21,,,,,9.06,,,,,,,,11.77,17.21,,0.90,,,,,,,,,0.36,,,,,,,,,,,,,,6.05,1.01,5.44,26.37,11.36,,,,,,,,,6.98,,,,10.71,,106.01,8.00,4.65,,,,,,108.74,,,,,,,4.75
1591793059000,8.66,,3.48,,,,,,,,,,,,25.42,,,,,12.61,,,,,,6.00,,,,,,,5.19,,,,,,,,9.97,2.28,,,,,,,,,,,,,,,,,,,,,,,,,3.76,,3.73,18.63,15.29,,4.03,,,,,,,,,,,,,8.07,0.50,3.63,,2.04,,,,42.78,,,,,,,21.29
1591859571000,,,,,,,,,,,,,1.78,,7.93,,,,,2.14,,,,,,8.10,,4.10,,,,,,,,,,,,,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.31,5.88,14.21,,,,,,,,,,,,,,,,0.90,,,,,,,24.41,,,,,,,5.34
1591926628000,,,,,,,3.33,,,,,,3.37,,19.07,,,,,4.24,,,,,,,,2.00,,,,,,,,,,,,0.08,17.29,4.97,,,,,,,,28.37,,,,,,,,,,,,,,,,,,,,,9.73,,,,,,,,,,,,37.50,0.76,,,3.38,1.81,,,,,,66.47,,,,,,,22.18
1591993124000,5.12,,2.11,,0.13,,,,,,,,2.63,,28.58,,,,,7.89,,,,,,6.14,,1.90,,,,,,,,,,,,14.48,8.73,6.31,,,9.67,,1.65,,,2.56,,,,,,,,,,,,,,,,,,,15.96,,24.26,,,,,,,,,,,,,,,,15.54,1.85,,,,,,57.44,,,,,,,12.33
1592060020000,,,,,,,,,,,,,1.88,,9.35,,,,,,,,,,,,,0.64,,,,,,,,,,,,,2.95,,,,,,0.83,,,,,,,,,,,,,,,,,,,,1.15,,,,20.05,,,,,,,,,,,,,,,,,,,,,,,22.24,,,,,,,4.89
1592126059000,,,0.59,,,,,,,,2.97,,0.68,,10.02,,,,,,,,,,,,,0.20,,,,,,,,,,,,,3.62,,,,,,1.30,,,2.55,,,,,,,,,,,,,,,,,,,9.83,,6.25,,,,,,,,,,,,,,,,11.41,,,,,,,31.67,,,,,,,5.80
1592193218000,,,,,0.29,,,,,,,,1.02,,12.55,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,,,,,,4.75,,,,,,,,,,,,,,,,,,,,1.00,,2.06,,18.11,,,,,,,1.02,,,,,,,,,3.91,,,,,,,28.88,,,,,,,4.13
1592259061000,15.93,,1.35,,1.78,,1.05,,,,0.88,,2.27,,22.06,,,,,,,,,,,5.09,4.10,2.00,,,,,,,,,,,,,21.84,2.05,,,,,19.36,,,,,,,,7.34,,,,,,8.48,,,,,,,1.00,7.31,,41.08,,25.90,,,,,,,,,,,,,,,9.36,,,,,,69.69,,,2.88,,,,8.64
1592326391000,5.04,,,,0.23,,,,,,,,,,6.19,,,,,,,,,,,3.21,,2.00,,,,,,,,,,,,,10.61,2.58,,,,,4.17,,,5.78,,,,,,,,,,,,,,,,,1.10,,4.79,,13.99,,4.96,,,,,,,,,3.84,,,,,,1.88,,,,,,32.21,,,,,,,5.91
1592393573000,,,0.88,,,,,,,,0.89,,0.79,9.92,2.43,,,,,,,,,,,3.08,,1.14,,,,,,,,,,,,,7.46,,,,,,,,,,,,,,1.76,,,,,,,,,,,,,,2.48,,3.07,,,,,,,,,,,,,0.02,,,0.34,,,1.74,,,,8.56,,,,,,,7.74
1592460543000,,,,,,,,,,,,,3.31,,6.72,,,,,,,,,,,2.85,,2.00,,,,,,,,,,,,,4.22,,,,,,1.30,,,,,,,,,,,,,,,,,,,,,,,,4.04,,,,,,,,,,,,,,,,,,,,,,,17.24,,,,,,,4.68
1592527754000,,,0.88,,,,,,,,,,,,1.63,,,,2.76,,,,,,,,,,,,,,,,,,,,,,2.51,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,4.34,,,,,,,1.91
1592594022000,,,0.48,,,,,,,,,,,,7.96,,,,,,,,,,,,,3.10,,,,,,,,,,,,,11.66,,,,,,3.64,,,,,,,,,,,3.08,,,,,,,,,,,3.09,,1.52,,,,,,,1.61,,,,,,,,,,,,,,,,17.37,,,,,,,7.89
1592661070000,,,0.11,,,,,,,,,,,,5.20,,,,,,,,,,,3.66,,1.00,,,,,,,,,,,,,1.39,,,,,,4.43,,,,,,,,2.29,,,1.55,,,1.58,,,,,,,,,,1.59,,,,,,,,,,,,,,,,0.20,,,,,,,8.75,,,,,,,9.87
1592727831000,3.75,,0.43,,,,,,,,,,,,3.87,,,,,,,,,,,6.03,,1.40,,,,,,,,,,,,,11.49,,,,,,8.77,,,2.00,,,,,2.67,,,9.83,,,,,,,,,,,,,11.07,,6.07,,,,,,,,,4.09,,,,,0.59,,,,,,,17.62,,,,,,,6.68
